response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,H3K27ac,0.00527714734303187,0.974437868288111,0.0320428635189049,0.164690254350034,-0.317509819787776,0.32806411447384
Transcription_rate,H3K27me3,-0.226631411055806,0.0899342995544681,-1.69574438176881,0.13364715430719,-0.488575020134164,0.0353121980225528
Transcription_rate,H3K36me3,0.405939754759412,2.87259615172619e-05,4.18333815492674,0.0970372797334909,0.215750181324032,0.596129328194793
Transcription_rate,H3K4me1,-0.0884129828668575,0.403510116590414,-0.835368754620867,0.105837071805473,-0.295849831834765,0.11902386610105
Transcription_rate,H3K4me2,0.0050739640680544,0.971630902128989,0.0355628861783126,0.142675823402339,-0.274565511265126,0.284713439401235
Transcription_rate,H3K4me3,0.192780874155983,0.245415878679573,1.16155596286509,0.165967788310836,-0.132510013527023,0.518071761838989
Transcription_rate,H3K79me2,-0.0357520845247998,0.69045547728708,-0.398237023471583,0.0897758932937357,-0.211709602060433,0.140205433010833
Transcription_rate,H3K9ac,0.268354641811724,0.167871268892192,1.37907617448522,0.19459015156425,-0.113035047000396,0.649744330623844
Transcription_rate,H3K9me1,0.0757545092591736,0.475359416335759,0.713786164315977,0.106130537472339,-0.132257521846489,0.283766540364836
Transcription_rate,H3K9me3,-0.0623501521817327,0.474362231403835,-0.71539948375519,0.0871543153126861,-0.233169471291845,0.10846916692838
Transcription_rate,H4K20me1,0.35903980390838,0.00104267108475287,3.27875231080981,0.109505009794321,0.144413928584805,0.573665679231954
Half_life,H3K27ac,-0.172610833004551,0.350307657051038,-0.933992703000605,0.184809616231487,-0.534831024814935,0.189609358805833
Half_life,H3K27me3,-0.00939482153331208,0.950050832891231,-0.0626429431090023,0.149974140215037,-0.303338734967144,0.28454909190052
Half_life,H3K36me3,0.0137852512439283,0.899260295945941,0.126595832044631,0.108891825435993,-0.199638804821441,0.227209307309298
Half_life,H3K4me1,-0.17774515236887,0.13449957408552,-1.4965915350111,0.118766642875306,-0.4105234949692,0.0550331902314605
Half_life,H3K4me2,-0.208297322338648,0.193259133483921,-1.30099801702436,0.160105795407025,-0.522098915052556,0.10550427037526
Half_life,H3K4me3,-0.32681608628209,0.0792967540347613,-1.75478112099888,0.186243219949879,-0.691846089748624,0.0382139171844441
Half_life,H3K79me2,0.386183689167128,0.000126414192170632,3.83334164163109,0.100743352737745,0.188730346119333,0.583637032214923
Half_life,H3K9ac,0.147487106246995,0.499406377300425,0.675424069941337,0.218362230205691,-0.280495000540004,0.575469213033995
Half_life,H3K9me1,-0.187119880913664,0.116143396826311,-1.57116900800928,0.119095959734307,-0.420543672697138,0.04630391086981
Half_life,H3K9me3,0.153571084631259,0.116361090613841,1.57023224440672,0.0978015100494152,-0.0381163526992266,0.345258521961745
Half_life,H4K20me1,-0.305849766665817,0.012811824020263,-2.4889576107147,0.122882673995397,-0.546695382020771,-0.0650041513108625
