response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,H3K27ac,0.296574901405703,0.00164445491410303,3.14790435341831,0.0942134411052393,0.111919949979848,0.481229852831557
Transcription_rate,H3K27me3,0.0515587228956652,0.356234821815832,0.922563312899727,0.0558863789343736,-0.057976567042065,0.161094012833396
Transcription_rate,H3K36me3,-0.173155623675693,0.0343213591480782,-2.11627578301848,0.0818209162837553,-0.333521672773921,-0.0127895745774662
Transcription_rate,H3K4me1,-0.00341551891242468,0.953811597776675,-0.0579209470764145,0.0589686302594227,-0.118991910438552,0.112160872613703
Transcription_rate,H3K4me2,-0.383250162218308,0.000340281290238664,-3.58253094628517,0.106977488251905,-0.592922186348599,-0.173578138088018
Transcription_rate,H3K4me3,0.413463149698384,0.0101062216958492,2.57217354726147,0.16074465509475,0.098409415005362,0.728516884391406
Transcription_rate,H3K79me2,1.18263894306404,0,15.4819957401287,0.0763880163071411,1.03292118225159,1.3323567038765
Transcription_rate,H3K9ac,-0.302016598650657,0.0701899904938412,-1.81068264724469,0.166797091202169,-0.62893289013295,0.0248996928316366
Transcription_rate,H3K9me1,-0.100578876683827,0.195934585412963,-1.29322114211419,0.0777739192535924,-0.253012957357395,0.05185520398974
Transcription_rate,H3K9me3,-0.0063295084986447,0.92553464868129,-0.0934643771685783,0.0677210793073429,-0.139060384935217,0.126401367937928
Transcription_rate,H4K20me1,0.471933150420973,7.55908247107584e-09,5.77800664300594,0.0816775022216754,0.311848187719299,0.632018113122647
Half_life,H3K27ac,-0.287685182489406,0.00579450918333135,-2.75918854815466,0.104264415957296,-0.492039682634811,-0.083330682344002
Half_life,H3K27me3,-0.015545456936196,0.801545586930326,-0.251347327893009,0.0618485068709912,-0.136766302900917,0.105675389028525
Half_life,H3K36me3,0.504941460862625,2.45555535904884e-08,5.57639392162056,0.0905498191052979,0.327467076609624,0.682415845115626
Half_life,H3K4me1,-0.0286082038210243,0.661114082613611,-0.438375529001012,0.0652595820898531,-0.156514634363271,0.0992982267212228
Half_life,H3K4me2,-0.0217357701700388,0.854331670545398,-0.183594382224432,0.118390170258414,-0.253776240000094,0.210304699660017
Half_life,H3K4me3,-0.351586580155225,0.0481106991522773,-1.97638932946775,0.177893381082921,-0.70025120016581,-0.0029219601446413
Half_life,H3K79me2,-0.481894083301005,1.19547045596136e-08,-5.70037088995007,0.0845373209225033,-0.647584187658616,-0.316203978943394
Half_life,H3K9ac,0.384936840206267,0.0370380646852615,2.08534423657229,0.184591509380242,0.0231441299691051,0.746729550443429
Half_life,H3K9me1,0.147535681995285,0.0865076944567209,1.71411452630852,0.086071076191749,-0.0211605274511463,0.316231891441715
Half_life,H3K9me3,-0.104339994081615,0.163859844704625,-1.39220660016446,0.074945768874598,-0.25123100186949,0.0425510137062596
Half_life,H4K20me1,-0.646993852261234,8.20232770593066e-13,-7.15771591512665,0.0903911051979471,-0.824157162971981,-0.469830541550486
