response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,H3K27ac,0.0761656047610784,0.0377987190612048,2.07703077331789,0.0366704267166008,0.00429288909882546,0.148038320423331
Transcription_rate,H3K27me3,0.0209079553687579,0.358319131632166,0.918572671598309,0.022761351404433,-0.0237034736233909,0.0655193843609068
Transcription_rate,H3K36me3,0.281917631104589,0,8.39050449827302,0.0335996043101598,0.216063616761879,0.347771645447299
Transcription_rate,H3K4me1,-0.0332185404631874,0.132684622962067,-1.5035991002479,0.022092684451401,-0.0765194063097415,0.0100823253833667
Transcription_rate,H3K4me2,-0.308109142949342,1.07851505504186e-11,-6.79561494843176,0.0453394056737197,-0.396972745150283,-0.2192455407484
Transcription_rate,H3K4me3,0.0256035172115372,0.674145624768642,0.420465229774849,0.0608933043648993,-0.093745166243301,0.144952200666375
Transcription_rate,H3K79me2,0.546612201189074,0,16.8944528434595,0.0323545370929659,0.483198473750396,0.610025928627753
Transcription_rate,H3K9ac,0.241418448763816,0.000206336466319623,3.71112954800183,0.0650525522327297,0.113917789285255,0.368919108242377
Transcription_rate,H3K9me1,-0.0218314985683675,0.515751343076095,-0.649908475595353,0.0335916508064749,-0.0876699243303043,0.0440069271935692
Transcription_rate,H3K9me3,-0.0334163923446112,0.275530139566767,-1.09041553987154,0.0306455577004597,-0.0934805817236563,0.026647797034434
Transcription_rate,H4K20me1,0.0153989028374118,0.646634859312837,0.458442088696507,0.0335896358931521,-0.0504355737669802,0.0812333794418039
Half_life,H3K27ac,0.0104793043981438,0.887932573129255,0.140920720211895,0.0743631197909479,-0.135269732170152,0.156228340966439
Half_life,H3K27me3,0.0244494694584992,0.596320129863711,0.529699737676146,0.0461572240261282,-0.0660170272590589,0.114915966176057
Half_life,H3K36me3,-0.00853057302909678,0.900365656452301,-0.125199445204353,0.0681358692538375,-0.142074422821948,0.125013276763755
Half_life,H3K4me1,0.0322859893813024,0.471125310403689,0.720649304823163,0.0448012496025719,-0.0555228463021279,0.120094825064733
Half_life,H3K4me2,-0.178324825813589,0.0524380052995768,-1.93952038070499,0.0919427439833194,-0.358529292660682,0.00187964103350341
Half_life,H3K4me3,0.0786939490221793,0.523942599263516,0.637279810690142,0.123484139466081,-0.163330516993261,0.320718415037619
Half_life,H3K79me2,0.258022998195636,8.40262602836983e-05,3.93261642531582,0.0656110259151234,0.12942775041327,0.386618245978002
Half_life,H3K9ac,-0.291741601791633,0.0269993152863544,-2.21152770837975,0.131918583107138,-0.550297273573178,-0.0331859300100877
Half_life,H3K9me1,0.0698300884888543,0.305312248370978,1.02510796356616,0.0681197405256014,-0.0636821495775379,0.203342326555247
Half_life,H3K9me3,-0.0836623293395414,0.178226833235745,-1.34623471346244,0.062145425684624,-0.205465125485315,0.0381404668062321
Half_life,H4K20me1,-0.185506054230892,0.00646141160319136,-2.72339824837298,0.0681156545289391,-0.319010283890985,-0.0520018245707984
