ensembl_transcript_id	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000538297	-0.430412544312081	-0.482064132916693	-0.166366855477328	-0.405028866684625	-0.582034602911885	-0.433764873985387	-0.264573821580634	-0.443550209203366	-0.918700333930478	0.298416312010209	-0.623528939015736
ENST00000244906	-0.348285131163735	0.0572879113910755	0.931513690465342	-0.0240707409256912	-0.542609702374618	-0.414183425469613	0.0502523505502532	-0.1477764922903	1.88656871373148	-0.0943019640252034	1.26477825471094
ENST00000623735	0.69870502109389	-0.455273450303468	-0.442862398259169	-0.306193352288247	0.509164996843772	2.45201926431816	2.18932987125272	1.14370980005025	-0.0213774271614413	-0.692063305800093	-0.2551215320797
ENST00000279067	-0.430035498592285	-0.624610783802158	-0.48147909417842	-0.390830135697013	-0.550202414015404	-0.432551333564746	-0.356190179624295	-0.429076088759407	-1.18038306550749	-0.727840382003409	-0.909727889699622
ENST00000493536	4.08857638272004	-0.275826425252617	2.138309080817	0.161500499721101	3.43362051267841	4.86573617899239	9.24696599639062	3.78128929367902	1.3617854882277	0.173399523283969	1.89087632688113
ENST00000624527	-0.402991037417809	3.16146870248199	-0.639098261195773	2.03616512537684	-0.259495193781278	-0.368952826334862	-0.303895771265185	-0.22573936831799	0.505095047099493	-0.318601462985114	0.0762633699266433
ENST00000585445	-0.414370962778932	-0.294023870046506	-0.323859927161067	-0.267115975265818	-0.281630808213908	-0.409104534079524	-0.326695454670068	-0.428664892155885	-0.512978980649692	0.368770246764238	-0.782971251374447
ENST00000305709	-0.18869196103907	-0.725707699323764	-0.420795714876739	-0.407251276752252	0.16626474024301	-0.435547729665094	-0.228814730264448	-0.438698089281811	-0.568030391039092	-0.393615066272777	-0.308183933632679
ENST00000359074	0.607132269895812	-0.277848363563049	-0.620972056988777	0.950085672050485	1.35767794735659	3.82002390393198	1.13003073975064	2.62821177808383	0.911721355071612	-0.319925232454896	0.292881695497187
ENST00000321517	2.65920839865058	-0.624610783802158	-0.411338564855698	0.0277237603725986	1.13855299460894	2.61033385228004	-0.0487037567475034	2.46402097429766	-0.463206472626398	-0.408829590045475	0.990824473616206
ENST00000320372	-0.413434518318492	0.0628482417447639	2.65763271230578	-0.40268298939102	-0.540829058700347	-0.43508328826954	-0.313970960497337	-0.441453106525406	1.19608828424469	5.70467317634147	0.787567413821322
ENST00000315707	0.803840449601875	-0.141873012186489	0.185407601472	0.469736429378265	1.09147269750506	0.0640264101654072	-0.168170443575376	1.06722723179524	-0.338775202568165	-0.474206151593123	0.488581189686268
ENST00000316786	-0.430035498592285	-0.000337330456239918	-0.411338564855698	1.74539980819574	-0.420303576470574	-0.411456705018297	-0.281471949842021	-0.182892682231042	1.02912414369383	-0.3569907776088	0.402801225637282
ENST00000321248	-0.361292522959033	-0.624610783802158	-0.493269007871318	0.180823120586852	-0.575129466551264	-0.429989414898948	-0.317348498027494	-0.247820625927098	-0.0949200784104046	-0.854728098246941	-0.398651501665011
ENST00000370624	-0.408029739309631	-0.0109525065860086	0.197071419831284	-0.267609844169735	-0.581838712518676	-0.42715782058412	-0.263015560448097	-0.398154104174584	0.152162717479775	-0.153536235233061	-0.272755851826574
ENST00000313064	0.460109118531482	-0.523513868280552	0.37442450655921	0.0192662553930209	0.416350169637361	0.169529516858656	0.1138539401927	0.364286638075113	-1.08008392055146	-0.207387177263805	-0.245650658725593
ENST00000415205	0.033401678674365	-0.541205828496833	-0.796717428213126	0.0787157247020232	0.176854574899894	1.81375693098305	0.57362449917608	0.7462471630863	-0.732430493297849	-0.25691380569326	0.0628702156885117
ENST00000359941	-0.0888680784165059	0.824613500200067	1.22979220212898	0.178785911358194	2.18733644752302	1.97938272542978	-0.0551090713526071	0.625684318933776	0.653839433198196	0.555245239407569	1.10495328080257
ENST00000638500	-0.436513829596056	3.11294218303162	-0.654860177897508	-0.0983362773522019	-0.475295886556169	-0.400624733115539	-0.343632735221216	-0.367273239250114	-0.404384417689779	-0.0894304923764046	-0.482358715653334
ENST00000397841	0.698203207517725	0.249877535459735	0.185249982304983	0.897673834622299	1.32923466226262	2.09615228146034	0.724449559950863	2.90067064757722	0.727955222418336	0.429398888480267	0.81371595304815
ENST00000333139	0.817883003282432	0.098232162177326	-0.137869310080591	0.483194357010002	2.15456202583521	1.06687523901034	0.633483129917256	1.06887201820932	0.872114504747621	-0.103144744083349	0.454651865616335
ENST00000577000	-0.415159331102142	-0.491162855313638	-0.138657405915677	-0.15531640214162	-0.563712974435036	-0.427367568311144	-0.268298509413349	-0.363819187780533	-0.725733828581988	-0.775354880838795	-0.646966958932467
ENST00000571868	-0.410837701615605	-0.0367322200440182	-0.602057756946695	1.72811439655864	-0.486755474558903	-0.412115912160373	-0.304749291182002	0.0284623719790457	0.445488698097052	-0.398045281431649	-0.0712207690051638
ENST00000440205	-0.427807501157125	-0.624610783802158	-0.796717428213126	-0.391570939052889	-0.581251041339049	-0.433719928043882	-0.346402107183733	-0.446922021352243	-0.957160908312114	-0.152124214465294	-0.800892567283566
ENST00000424751	-0.342835106668499	2.15201600099876	-0.72263641971497	0.440783364886134	-0.106706563789963	-0.278147042513819	-0.253872195712286	-0.178122801630192	-0.41645048024088	-0.0842942668336493	-0.583668360926059
ENST00000466075	-0.286028712986324	-0.240442504820055	-0.202367073224091	1.14096600341438	0.496187258293668	0.82338809189607	0.148655105486037	1.09025424159245	0.28087743974365	-0.515825463723078	-0.694703987252665
ENST00000574306	-0.201538937019037	-0.650390497260168	-0.796717428213126	-0.199394201816207	0.0850505421224418	0.813784642394455	0.255381637225274	0.0681017245585252	-1.06575547127203	-0.800012293495939	-0.91610558219397
ENST00000399387	-0.40772124735707	-0.664038580855585	-0.326697072167379	-0.290821682653832	-0.542856524270062	-0.434933468464522	-0.141570377910905	-0.43047415721138	-0.834237896072768	-0.420549362417947	-0.822034617902331
ENST00000568697	-0.351075269490227	-0.151982703738649	1.75346612262743	0.987619708748173	-0.50436406200447	-0.410228182617154	0.25805443353971	-0.0927583867391135	1.00677176281791	-0.494221545976231	1.02832530548297
ENST00000340510	-0.288622787538522	-0.128224928591072	0.681750358409645	0.222925444645772	0.444656331456078	-0.167609990371986	-0.0952271175956573	-0.161757176810033	0.812477990588802	1.03279066306663	0.98540343499601
ENST00000586231	14.2537385859542	8.43822220813223	6.68319471409557	24.7668518298322	16.2593500765561	6.66692980283351	3.40086354596103	20.898581505075	14.4465555353623	23.6839865631073	12.3043088547283
ENST00000647665	-0.390947511589844	2.12471983380792	-0.464077938139704	0.310834109542988	-0.228376045916077	-0.369267447925399	-0.348145689154478	-0.186387853360975	0.201181096593625	0.303181882101425	-0.440042725953333
ENST00000360083	-0.30845402132446	-0.653423404725816	-0.701357832167627	-0.349653815832938	-0.310309161779723	-0.373612222270903	-0.311029318459867	-0.371631923247443	-0.0424025411567355	-0.256172494790182	-0.474099603873153
ENST00000359838	0.228094377623699	-0.49065737073603	0.858599063803115	-0.0883354320478837	-0.207051417711333	-0.431682378695645	0.0328922252696724	-0.372413196794134	1.08879082300903	1.49708074176827	-0.383568258915877
ENST00000456953	1.90237617944401	-0.0422925503977065	0.283289104189777	0.174094156770983	1.8920512687996	5.57940282019275	7.71885212697008	4.01912540915589	0.708257375303663	0.129450376887197	1.23285790377673
ENST00000360656	-0.179300094927782	-0.523513868280552	-0.0858549849648641	0.170760541669544	0.160194096957459	-0.156388486976183	0.535046442997012	-0.0395906659037743	-0.439074347524196	-0.0595839033977132	-0.275944698073748
ENST00000483544	-0.407584139822599	0.0219039909585135	-0.639098261195773	-0.280512169284565	-0.426411438930834	-0.419172424976693	-0.300528674345632	-0.364394863025463	-0.530173119785011	0.0789882846990966	-0.265931720857621
ENST00000358234	-0.232463541419052	-0.244991866018527	-0.138657405915677	2.25143023387164	0.206120599645337	-0.228331957345536	-0.192363948495795	0.0310529105812316	-0.0138964683797584	-0.221172030009138	-0.425661029378577
ENST00000425932	-0.367561079435064	0.280206610116217	0.712328476811011	-0.383360368525269	-0.529976730916562	-0.403666075157392	-0.339811471740421	-0.358391392614048	1.0606165669522	0.195144643107593	0.390715498360492
ENST00000356020	-0.422923730779255	-0.165125302756458	-0.341986131368063	-0.10673204871879	-0.561801084197315	-0.424266298347284	-0.332307282869323	-0.290626192353694	-0.537111105751895	-0.659251473209089	0.162138999363045
ENST00000366181	-0.337752530365645	-0.261672857079592	0.562243505977088	0.207492041398367	-0.136499533693137	-0.419546974489236	-0.144391952926438	-0.23852758268751	1.98629472071633	0.038569190221744	0.689542280183187
ENST00000428915	-0.436513829596056	-0.725707699323764	-0.377450443946967	-0.343850856211914	-0.582034602911885	-0.432551333564746	-0.343139416370212	-0.410448882619879	-0.933119278679044	-0.83928412109948	-0.598018169038343
ENST00000425388	-0.392454323393684	-0.399670146766584	-0.369474914095889	-0.209950649637432	-0.496883007887814	-0.430768477885039	-0.320953118838271	-0.353991588956368	-0.111028271916125	-0.251265722622188	-0.578885091555298
ENST00000634488	-0.413342656270396	0.784174733991424	-0.639098261195773	0.540483149864368	-0.314483586059009	-0.396909201951108	-0.325105871705721	-0.262993780597044	1.85960106392976	-0.298003610035302	-0.216951042501025
ENST00000608023	-0.144378805897926	-0.474481864252573	-0.370042343097152	1.52550467872672	0.445596605343482	1.94913410679677	0.148065210986952	1.18314355432797	-0.810859899880009	-0.791187163697391	-0.220618215685275
ENST00000650421	6.4311244207798	0.35906220422307	0.815348364373553	0.913168971482693	3.57759799278318	1.25116858116224	-0.0658498495107172	2.35353244693142	0.486875292647329	0.562481845842379	1.75031198430569
ENST00000416890	-0.415241595622825	4.11127422380748	-0.499605298385416	-0.263905827390358	-0.519565156517498	-0.419187406957194	-0.356190179624295	-0.373029991699416	-0.522028527563018	0.224320522221595	0.634789790119206
ENST00000444184	2.86070711561107	-0.612479153939565	-0.294605809762646	1.0641693888553	0.850811554927997	0.555779956174	0.355092078639117	1.23960084799148	-0.710560754923978	-0.696740624593324	-0.174475610488665
ENST00000374945	0.29065928775367	0.0143217222943929	-0.323859927161067	2.94550124471392	0.53541039172593	0.214790079954411	0.532504154315117	0.804308123503546	-0.0695813470530915	-0.0805347615394676	-0.576493456869917
ENST00000634972	-0.427460619094912	1.65967402240853	-0.408753610516613	-0.318910476564108	-0.535622292048849	-0.413748948035063	-0.332837143857439	-0.403129583077195	0.0201599931707255	0.108287715630278	1.18872427171584
ENST00000376678	-0.418689850114779	1.18856239607785	-0.389271881473269	-0.308354028742883	-0.452746943393868	-0.398886823377337	-0.274518503180245	-0.342930400321637	-0.0467764888315098	-0.42053171215835	0.143548025742019
ENST00000377879	-0.427978885575214	-0.0913245544256856	-0.796717428213126	-0.407251276752252	-0.572240083251429	-0.429554937464398	-0.325716647426012	-0.420728797707919	-0.849501465199911	-0.467304900090658	-0.726369230487105
ENST00000378340	-0.401428011524835	0.137659959230752	-0.376189490610828	0.82643324523228	-0.525010909448711	-0.426363775617528	-0.24023414811177	-0.292188739447076	0.511882207284487	-0.270151500391082	0.435327457358459
ENST00000427020	-0.401345747004152	1.31847193252311	-0.450743356610036	-0.394904554154328	-0.570575014909152	-0.422618280492093	-0.343139416370212	-0.3927263090081	-0.116307174282232	-0.418766686198641	-0.367911023842252
ENST00000522992	-0.387120840302748	-0.632698537043887	-0.486081573855327	-0.407251276752252	-0.552839098707998	-0.424311244288789	-0.323597203473549	-0.433969328341313	-1.18792435460193	-0.450519503213818	-0.865881253800976
ENST00000379526	0.948301061146936	0.157879342335074	0.389997280260525	0.0687766130106947	1.10879136716868	-0.384938599530218	-0.0232808699285503	-0.0999954469610932	0.765480676952262	0.567194465154804	0.214340412429287
ENST00000380888	-0.138625773751508	-0.560919727023546	-0.500393394220502	-0.222297372235355	0.0959302945612761	-0.365132421306919	-0.0846612196651519	-0.152751971192911	-0.287494436725984	0.0450644857534758	-0.585262784049646
ENST00000651858	0.723011444804973	-0.404724992542665	0.211257144862846	-0.141364605605966	1.67873642511453	1.48998135035996	0.902099159518088	1.53409985543363	-0.0546194294897257	-0.334310194026531	1.20591215298811
ENST00000382045	-0.421843323407621	0.779625372792952	-0.275313223719722	-0.180256781789425	-0.556899906559223	-0.42655854136405	-0.328953236713024	-0.428089216910955	0.393182316938027	0.16385073284194	-0.130756528439906
ENST00000577714	-0.436513829596056	-0.609446246473917	-0.642565882870155	-0.389039860920314	-0.562445563590973	-0.434528954990975	-0.323975675607917	-0.428212575892011	-1.05444353763037	-0.880762231152659	-0.58918506493367
ENST00000382641	0.214549524293273	-0.00842508369796842	-0.254412922173221	0.279349966918283	0.417611703769627	-0.332861235306172	-0.249484529106264	-0.227055197449259	-0.482602668177294	0.514967347006994	-0.440265945190635
