V1	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000295052	-0.271735659178097	-0.4693171321799	-0.549563015513802	-0.396352722571456	-0.32157420474704	-0.16640980120423	-0.231505680661297	-0.416136781486733	-0.939480485721633	1.31659664119913	-0.12651820728395
ENST00000295549	-0.267928127359221	-0.280265237751198	-0.377768351796139	-0.406765877226809	-0.376023368899348	-0.17417109738563	-0.222293415138433	-0.406426784220009	-0.614433543153837	-0.465162597234974	-0.268658535444671
ENST00000305709	-0.271735659178097	-0.692194488111777	-0.529583835035543	-0.439823511053327	-0.375261080601216	-0.17531246447113	-0.230138296041703	-0.454229847686961	-0.293026622339787	0.804263306526255	0.111281758676233
ENST00000313064	-0.202398500792255	-0.651418589313429	0.362249977760437	-0.25122971007304	-0.293669008118982	-0.13993008482063	-0.19764663293802	-0.0889845658847808	-0.761854424180601	-0.856455877280451	-0.361009596114065
ENST00000313495	-0.232858755343261	0.496330289362783	-0.57682408150848	-0.438666493869399	-0.376023368899348	-0.154596651869305	-0.233914882133915	-0.342191417686292	-0.226736226170582	-0.681607708899769	-0.560166666079368
ENST00000314040	-0.213119708808563	0.869337090870394	-0.386312080290131	-0.30164260165848	-0.369353346290691	-0.16389879361613	-0.242770325384619	-0.266565477435841	0.656634053087373	-0.360676715968776	0.568636333219134
ENST00000315707	1.56249269546239	-0.178788853241674	-0.384866218544994	-0.0900737451687624	6.13831818961416	4.07114377713159	-0.174320353598814	2.37679454771327	-0.172100899655202	-0.337749044856922	1.51498575874297
ENST00000316124	-0.262016433219388	1.56113728298327	-0.327163190716338	-0.13453626266543	-0.304281150212267	-0.120583912721405	-0.239480788671195	-0.0493976539512112	-0.189531003822184	-0.443306576187389	1.29388928897343
ENST00000317008	1.23730943848925	-0.510556393464593	1.11856711244401	0.0555451318370511	1.86733664333991	0.111513084115018	1.01079580301642	0.808443258420575	-0.120300590082645	0.116348569218196	-0.324551003467191
ENST00000317019	-0.209913366224247	-0.280265237751198	-0.706373293872771	-0.422468253294405	-0.370442329573737	-0.17531246447113	-0.249216567162704	-0.357690067169718	-0.621853587498014	-0.949520224966942	-0.065775300944533
ENST00000317596	-0.132680589224526	-0.287215675046371	-0.431528120319876	-0.264287475434514	-0.145975650355845	-0.16389879361613	-0.174049481217028	-0.27590201326923	1.55253440722842	-0.645651029111806	-0.00509663882123332
ENST00000320372	-0.211516537516405	0.507914351521405	-0.56310153912736	-0.319659012093933	-0.27393118611377	-0.171831294860355	-0.244137710004212	-0.314742002336128	-0.163630849035906	-0.215552736212811	-0.363707853191014
ENST00000328376	-0.132961144200654	-0.220954839499057	0.00801385020182739	-0.251725574580438	-0.262905230372928	-0.0907371634355806	-0.201748786796801	0.201381698533619	2.11337775897886	-0.0656627338025974	0.431603420239782
ENST00000330148	-0.151541899476767	3.9683053995448	-0.613470104648866	-0.282303885869967	-0.352141965502146	-0.150487730361505	-0.226887827460269	-0.160689161085209	0.662654089064724	-0.320348831971297	0.116549784397896
ENST00000332012	-0.20720801466873	-0.477194294447763	-0.199007263306451	0.163808882618899	-0.32063767912362	-0.145351578476755	-0.158377951205416	-0.0818887986514051	-0.652373769894818	-1.01852884884235	-0.604816396281267
ENST00000332587	-0.271735659178097	-0.692194488111777	0.0774152139684122	-0.335030811823264	-0.369489469201071	-0.17531246447113	-0.241207600105083	-0.379537561019848	-0.600888462204796	0.737285177509461	-0.927964803354
ENST00000333139	0.505606029035335	0.222019697446627	0.516326263001328	3.31320965727131	0.559816195052039	-0.0887397710359556	0.0885612929247126	1.19871045625624	1.18597721658423	0.170805313273534	-0.105542470721476
ENST00000340510	-0.230466022189715	0.0338945279906151	-0.391070279851401	0.0684376090293934	-0.215153313411353	-0.13000019117678	-0.177852112730565	-0.354702375703033	0.107690772454948	-0.537132359445861	-0.344723687328193
ENST00000341011	-0.101567042371966	2.24459695034193	1.12303613965626	0.945456634446927	0.352860367025529	0.0389792058314936	-0.106696021669031	0.857553436904202	1.77370072897774	8.31658665968475	0.356084344193261
ENST00000341866	-0.267326938124662	0.308668482393116	-0.595962033335023	-0.307592975747254	-0.376023368899348	-0.153797694909455	-0.241207600105083	-0.259469710202465	-0.278851537625675	-0.785952583578563	-0.540572180163427
ENST00000342888	-0.151618050113145	-0.692194488111777	0.0316734060313449	-0.439823511053327	-0.18926273585693	-0.17531246447113	-0.157130375523919	-0.454229847686961	3.78029772094009	1.43540879174555	1.3213536913638
ENST00000344893	-0.123466362222847	-0.423907608518104	0.3264977600625	0.799837757441113	0.609778748078197	-0.0140372952899811	-0.000771897679956315	0.46803316193521	0.57746357994337	-0.133938123423506	0.636992179168515
ENST00000356684	-0.214923276512241	-0.443368832944588	0.1466588473628	0.0335618053424164	-0.331168147470677	-0.146378808853705	-0.0886309174375964	-0.242850676419032	0.447227801619393	0.494020612920468	-0.229308953072494
ENST00000357412	-0.0789142320137709	-0.50267923119673	0.873296383678016	0.213560621527809	0.00659090759892341	-0.0358374066230309	-0.0086219876674916	0.311179359934274	-0.105600502230973	-0.853212725770164	1.06376650683932
ENST00000359760	0.44352322074651	-0.118551730016843	0.600922319289537	0.929754258379331	2.32887498327696	0.185359534546868	0.0116934409664749	1.09936971498898	0.732619507196847	0.602511081268932	3.2521172404613
ENST00000359838	0.685325538814499	-0.542991767508733	0.469375188877419	0.0611649295875593	-0.163464721881566	-0.170804064483405	-0.0530007810641782	-0.344618917002973	-0.11085053360657	0.184341945664296	-0.576227720108828
ENST00000359941	-0.196286410240902	-0.473487394557004	-0.144090805386604	-0.168420337337611	-0.267805655146635	-0.155509745537705	-0.0947047096907259	-0.367773525869778	-0.036370088491434	0.178645279533184	0.562115545283173
