V1	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000305709	-0.110253891285426	-0.212963266159191	-0.582331687932127	-0.431056043776787	0.382661336658298	-0.204031964274993	-0.284300397222841	-0.356597286013487	-0.344062455764323	-0.256849956515954	-0.625196413567098
ENST00000313064	-0.299326908211594	-0.603233391066291	0.126979489865748	-0.345895551485786	-0.388731968060715	-0.236011369890265	-0.300571936667641	-0.263240277339064	-0.855891245737928	-0.80685336087682	-0.429811218006171
ENST00000315707	0.921702070969747	-0.0842300958834464	-0.503430607173237	-0.233842272155522	3.60197394366873	1.59895001451949	-0.275876477039167	0.893213099345516	-0.306956415933636	-0.369338759354053	1.22394040389952
ENST00000316124	-0.277213348295683	0.832675725606246	-0.668996439836818	2.03331161640665	-0.00738147420466583	-0.176329741992401	-0.333018505833369	-0.0690822208370027	0.350560003647375	-0.709421739725444	1.57056506750261
ENST00000317008	0.696726060464744	-0.448550056031404	0.765153258050533	-0.132592078217099	0.952057085685712	-0.126445848007769	0.978802324288302	0.157654454076771	-0.258741368568036	0.0136797864905389	-0.397671769171149
ENST00000317596	-0.251093005423222	-0.203295557719511	-0.542803510841224	-0.354974740272546	-0.297096095999861	-0.246455654772392	-0.275589705288233	-0.350904785484559	1.29831146172847	-0.629045409678936	-0.116062237308335
ENST00000328376	-0.230559975808511	0.282633998064427	-0.0715708542087051	-0.418643988220204	-0.35055401450644	-0.236508716789414	-0.301468098389308	-0.257898084534992	0.878579927770103	0.478930049698487	0.283627912741301
ENST00000332012	-0.302654340424646	-0.411914529312615	-0.346604450028071	-0.0573152597952295	-0.405464593842002	-0.238373767661222	-0.258998305044315	-0.259912353952921	-0.753988091576039	-0.943557346901467	-0.644734933123191
ENST00000333139	0.190501615011667	0.355905051502005	0.256987708681564	2.13249313441897	0.140810200037598	-0.213705361463439	0.00243550724189431	0.340690240314618	0.957124846147441	0.0596125160909556	-0.204608542600946
ENST00000340510	-0.232431656428353	-0.342714089954902	-0.000610899936090264	-0.229360140982312	-0.422937063161771	-0.221339636365374	-0.346689797574992	-0.311933051094204	-0.591197151247728	-0.703379837437248	-0.431481903011692
ENST00000341011	-0.229567291864951	2.57693385882859	0.768924184035636	0.486171876566635	0.0124051175984832	-0.15805224344868	-0.20428280645032	0.180687186986126	1.50417016733876	6.93034962054602	0.20233068137095
ENST00000344893	-0.30686076931398	-0.267916556237375	0.525876913336967	-0.437951630197111	-0.370742621748308	-0.237254737138138	-0.258755652024294	-0.413347137440341	-0.630616210242576	3.07830389358493	0.148557277549182
ENST00000356684	-0.307992096266417	-0.374770175833843	-0.054934416039133	-0.147877294782151	-0.411998189291428	-0.238821379870456	-0.185157336599594	-0.335403668659631	0.269506599697638	0.332235516583123	-0.313712768469968
ENST00000357412	1.01846934544566	-0.567615517867468	-0.743483319001382	-0.161438614742121	0.812743533905234	2.34616399580076	-0.123258757128849	2.29164153697515	-1.20202967699434	-0.658184505360194	-0.798636170496182
ENST00000359760	0.147550010861516	-0.0180826170856329	0.328369119387808	0.475253864734455	1.23841707445026	-0.0942675036328372	-0.0789442493475615	0.29409931290862	0.535145448494326	0.423744170530716	2.75527895328204
ENST00000359941	-0.29509829644084	-0.40784391523275	-0.300266424246423	-0.288317404876081	-0.372685133321948	-0.242800155063647	-0.191587641630144	-0.393992635641985	-0.180619960741882	0.0662253067843351	0.383953963157586
ENST00000360656	-0.282412461128577	-0.524365243268898	-0.476368667750733	-0.0946663529053175	-0.333581530774321	-0.236508716789414	-0.288163543598399	-0.27830350950792	-1.32419618214367	-0.955522216393445	-0.794388666244857
ENST00000366221	4.54951822705541	0.672395296211544	0.315525789120898	0.89186221096236	7.30739753827188	10.0419109744707	0.760359457855994	9.54283628765519	0.519703602243451	2.51940414490995	1.96125050853943
ENST00000366713	-0.244202447882026	0.770598860888298	-0.0344161422966608	0.612361108058563	-0.337341557524689	-0.218952371249459	-0.267979224205764	0.215367651746982	2.40064427099184	-0.309086245590275	0.624051220137455
ENST00000374945	-0.00923304929715597	-0.305060909716147	0.53821005950001	0.407906970695958	0.0494412121755574	-0.16369713075402	0.472920411117335	-0.0922025306775729	1.86405640264131	0.231664009203236	-0.843234965135089
ENST00000376678	-0.337523057157257	1.8869647722914	-0.735897103196057	0.142656746394165	-0.392721717918922	-0.228352227643373	-0.295115001137856	-0.102449031629644	0.123981858763764	-0.147334530788187	0.0155537610927073
ENST00000376800	0.791397052646438	-0.241457564718249	0.201022730679123	1.94815112411565	1.92992079013719	0.672790618924466	-0.0992361081467959	1.96673112217017	0.592645150251274	0.033137566300555	0.635632748396067
ENST00000377879	-0.334195624944205	-0.294884374516483	-0.441986695533617	-0.388073555090101	-0.429781460462979	-0.247127073086243	-0.360476900985261	-0.393554750985914	-0.899871187591684	-0.301379252120293	-0.371761993238069
ENST00000379526	0.288852192648962	0.0129558152733411	-0.184676451844236	0.224024666153987	0.13174965040194	-0.224895666694288	-0.190834865783943	0.0378492121756343	-0.0113134734722734	-0.291269769945163	-0.405742027248665
ENST00000380888	-0.323173505738469	-0.646483665664862	-0.0708832147643627	-0.405197594700572	-0.373191875471593	-0.244267328416137	-0.270047289717305	-0.377002710986414	-0.504703265602007	-0.150807435253055	-0.38577875726744
ENST00000380970	-0.206644056777198	-0.481114968670328	-0.477122852947753	-0.0281239439491915	-0.0290903078954694	0.0284031090422317	0.214067544589528	-0.116198609830286	-0.842404063569443	-0.540533919858558	-0.344946083064707
ENST00000380990	-0.292464079272173	0.0170264293532066	-0.663805871127912	0.172882400203251	-0.370644651599376	-0.215172534815928	-0.346138313438581	-0.16497896051664	-1.04239877693256	-1.10121769479974	-0.460364931920699
ENST00000381051	-0.321093860605311	-0.549297754508074	-0.478586859506676	0.0849636733441209	-0.439828468149946	-0.246455654772392	-0.360476900985261	-0.274099816809634	-0.369342777896557	-0.765963478855527	-0.44750915238669
ENST00000381800	-0.21138287482062	-0.513171054549268	-0.00999385106372894	0.460773133251775	-0.366847463758034	-0.233350563979819	-0.244017238478716	-0.198871232896567	0.249536448322561	1.17075164871377	-0.536706741664504
ENST00000383331	-0.1742431856026	0.0455207279122647	1.75180495109395	0.195867688270998	-0.252773049310888	-0.198237872899909	-0.120512366129523	0.0409144047681341	2.92801264042044	0.595867024693644	0.399018444902283
ENST00000391437	-0.343310016347791	1.10235390839733	-0.18800373947815	-0.385085467641294	-0.401316064776906	-0.241482185780903	-0.332902694164723	-0.399509982308485	-0.824649198154408	-0.496765808794463	-0.0390125101893081
ENST00000395539	-0.185708962436743	-0.347802357554734	0.0765156274180458	-0.397382596757538	-0.390843393684237	-0.24394405293169	-0.26814742686737	-0.216999657657923	-0.0466277378941045	-0.497075040013938	-0.40998953149999
ENST00000397841	-0.306300651558116	-0.208383825319343	0.292722777869804	-0.159025159495008	-0.407565884622531	-0.229819400995862	-0.294067181278676	-0.288637587391205	-0.309204279628383	-0.123642661973057	0.350313729487096
ENST00000399868	-0.307992096266417	0.431211411979516	-0.458623133703189	-0.448754715588951	-0.389154253185419	-0.237403941207882	-0.327318917283563	-0.386986481144842	0.13365744597159	0.500837892247417	0.136919115900553
ENST00000400282	-0.12104031737607	0.0445030743922984	9.04648381393524	1.4738497048377	0.0345801540669604	-0.12380990944228	2.27704561497154	0.401468630577329	6.20572368470943	2.29973104399858	7.53380618610713
ENST00000404626	-0.334195624944205	2.07523067348517	-0.536814393100178	-0.430366485134754	-0.439828468149946	-0.236458982099499	-0.319940059538387	-0.289250625909705	-0.785034672751321	-0.490604971421854	-0.704483159591822
ENST00000408887	1.01614568861688	-0.498415078509756	-0.399841052170701	0.331365961430363	0.231148812195359	-0.238149961556605	-0.109262089746744	-0.110943993957429	0.108409701574063	-0.212059003725905	-0.536706741664504
ENST00000409162	-0.339810666803731	-0.0404709945248929	-0.136630418410512	-0.412437960441912	-0.412126563969338	-0.241482185780903	-0.360476900985261	-0.3793672881292	-0.615630452277592	-0.936492602887317	-0.564315519298113
