V1	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000005340	-0.256037850991103	-0.572988856510513	-0.592834750802519	-0.34043844149661	0.21710890163058	0.157233001844239	0.46142371336957	-0.388738826183504	-1.16347626872526	-0.442591869050361	-0.2775689326917
ENST00000012049	-0.505661112868606	-0.458795095490642	-0.696644393717614	-0.35508259628384	-0.752674839396628	-0.376459433362154	-0.745853402300998	-0.488480806784666	-0.9833234614506	-0.438044420885158	-0.705855420261626
ENST00000033079	-0.413015078031805	-0.0325916094794675	0.0578396636420153	-0.164203613195109	-0.430083969296385	-0.220672842184486	0.482126612325243	-0.331632666305637	0.320581469683093	-0.373770123037968	-0.0348126207530436
ENST00000046640	-0.485064059429493	-0.0955330525612864	-0.702382468817018	-0.454706132053129	-0.773174313230181	-0.374579655489724	-0.748906621028059	-0.58813665441467	-1.34989460941075	-0.562461493551398	-0.557362691891312
ENST00000064778	-0.460803498461684	0.382821914860538	-0.858839678951259	-0.409403032514307	-0.684455329039554	-0.366543605085084	-0.725613802704406	-0.56694794350976	-1.12768035274468	-0.690261423999069	-0.701605954694246
ENST00000080059	0.106841524966862	0.6741508799821	1.41492355193569	-0.00484923918036709	0.7734769083205	0.119261488821145	0.754825121418657	0.285079407186866	0.0340144435623922	0.823068323026865	0.421520339561592
ENST00000083182	-0.41313556672386	-0.600862924161033	-0.595339697292613	-0.213330063491189	-0.235355778240848	-0.305145360326827	0.263980969841044	-0.573838581202413	-0.788018547481231	-0.257006072893654	-0.212499923091535
ENST00000162749	-0.00783114535802813	-0.351794642251549	-0.393487613846594	-0.139676457393836	0.374123806920169	0.138576206460367	0.0128208175639426	0.419963640020561	-0.00879587436417587	0.0678037308086708	-0.225143946955178
ENST00000178640	-0.460275953377552	-0.275365747080769	-0.454101493449937	-0.312592905792811	-0.608686437384004	-0.371078569202322	-0.628820946168451	-0.58718919173193	-0.127117102919239	-0.791802614126942	-0.411240717995432
ENST00000205061	-0.123171388165925	-0.369777911703498	-0.667604490803374	-0.369871028458137	0.762314827145587	-0.334446397913335	0.419228028026347	-0.374699151884722	0.065092487771475	-0.284484860282164	0.271819868345812
ENST00000205194	-0.0380184473944831	0.0537280838898844	-0.764277948950176	1.45942196215564	-0.561051980891396	-0.310502727263253	-0.686837165363585	0.259842446637522	-0.922415487257699	-0.493001995662178	-0.662391588230351
ENST00000209875	0.745516260587333	0.120266180862093	2.15953345975879	-0.187287995125719	2.18131120686949	0.295232194904035	4.28877516240788	0.337534386622192	0.77789052181996	0.677605438425328	0.524998553728674
