V1	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000000442	1.06401289920088	-0.377913225228487	-0.536859074332837	0.0932398716966021	0.306250795989613	1.0425267890661	-0.0526333410445587	1.18978053118642	-0.521572610333957	-0.34000931558801	-0.247483731329244
ENST00000001008	-0.554070677468756	-0.846146279729852	-1.04854073558868	-0.525949460846489	-0.916026512515295	-0.27291353126855	-0.491278510304288	-0.524684071227985	-1.23127928229149	-0.992325886025672	-0.978582980653603
ENST00000002125	-0.363294807263785	0.35675841439026	0.215760679718798	-0.172137281419876	1.066605627868	0.0892572995025863	0.203755979324608	0.18511658507727	2.5612907572561	-0.0870940012376701	0.25396743200642
ENST00000002165	1.62584074776658	0.1636996363216	2.19544390061486	-0.565085743883492	2.09499932293719	-0.334722537986643	1.77789069220981	-0.377893619330831	1.56887492623243	1.22056667102491	1.11852934644993
ENST00000002501	-0.882596770980549	-0.0145084665110093	-0.941311568701842	2.02324242632806	-0.998856103719387	-0.801722875656924	-0.801682860480288	-0.404182532527322	-0.129276609524994	-0.651000832991863	-0.103871600110923
ENST00000003302	-0.779355272662209	-0.37529251783389	0.0701849921548466	-0.623393760415603	-0.669908484558964	-0.84481871822008	-0.60882072231953	-0.937227650511455	-0.421616845812984	0.122242327663491	-0.709837875532447
ENST00000005257	-0.389314992229389	-0.321131231678881	-0.174003232813969	0.0089851481786329	-0.216517647997662	-0.086356375382721	-0.161752978623228	-0.260512553253491	0.685305084857598	-0.938645425659417	0.0357632911572634
ENST00000005260	-0.582756471039105	0.0641127553269066	-0.790369383828939	-0.25581541144927	-0.845197156344952	-0.794885554481039	-0.658369166305399	-0.819162645229003	-0.519024079130635	-0.123104158218721	-0.355188139601534
ENST00000005340	0.471366030761162	-0.0258648652209305	-0.218043783499636	-0.602996765757275	-0.0572438768425705	-0.101726221331819	-0.071996144441438	-0.254528085208761	-0.772454763442332	-0.505650215525099	-0.806923803560509
ENST00000005386	-0.60249528427175	-0.321131231678881	-0.0861992744961475	-0.322051588449282	0.419281708057936	-0.373759309713977	0.661684171167879	-0.659975795239195	0.942943809063151	0.552937778378647	1.46559981379663
ENST00000006275	-0.213133421562884	-0.666191038634179	-0.325424119324759	0.170791695909891	-0.573088449688603	-0.65037886560668	-0.646669879892487	-0.46385622817334	0.0703978468468736	0.0590717208333539	-0.562286025495596
ENST00000007264	-0.679986485874342	-0.308027694705895	-0.585837810335662	3.20079047836962	-0.422262600453576	-0.0475267952061714	-0.348543796889044	0.401797074496803	0.704774677887624	-1.08827534229854	-0.289113426845044
ENST00000007390	-0.66614639459575	-0.0974975340065871	0.153705830554725	1.95967299421271	0.309618548646936	-0.164260398477657	-0.528444972060261	-0.0236558572831553	1.60985886407189	0.346832757015802	0.0689507320619283
ENST00000007516	0.29630837828584	0.0885726910098138	0.801212782855442	-0.505984911304592	1.52339085467827	1.94089051767174	2.56512558836041	0.385809995577311	-0.447457766851315	1.3054248825041	0.816484237029299
ENST00000008527	-0.441810105376107	0.293861436919927	-0.44749303698612	0.271118962921878	0.772262142932849	0.349358038119115	-0.347530580559665	0.0878689793504136	1.2379511128895	-0.506115989584676	0.622068493617743
ENST00000009041	-0.219675438797415	-0.496718627116893	-0.0865771968418484	-0.382449756377475	-0.31802970436687	-0.365217367143002	-0.377901996471139	-0.584357766874004	0.247402229142683	-0.530365351561406	-0.141711661334613
ENST00000011473	1.16450745272958	-0.210187951974267	-0.655980197697732	0.622552694208121	0.733329400066101	1.80603707150439	-0.0272516451443586	3.36885358487344	0.249891492178486	-0.458345037599305	0.659120611077728
ENST00000011619	0.304140683180644	-0.846146279729852	-0.76116858391779	-0.193255017938922	-0.106607139521434	1.25624487370021	0.441331844183016	1.33900751650178	-0.957934493693374	-0.328568740249648	-0.145838985811169
ENST00000012049	-0.247078338906119	-0.394511038727603	-0.0749119937712168	-0.34641266334156	0.421538292606854	0.349132010972805	-0.372223882013357	0.160110057890364	0.690283610929203	-0.549054535701936	-0.331305939334921
ENST00000013070	-0.427851706919495	-0.162141649739985	0.321830884745491	-0.580437545516792	-0.224997915564717	-0.698249531635641	-0.267097844005155	-0.809416511556158	0.390031074277412	-0.906041241489023	0.198060945914898
ENST00000013125	-0.213950480511079	-0.161268080608452	-0.839902405938792	-0.38540479800642	-0.53371428387468	0.138182758880994	-0.187332986830866	-0.221998226765624	-0.288915418737706	-0.809451345884232	-0.92155086061393
ENST00000014930	-0.898801157269869	-0.341223321704126	-0.815337453468239	-0.506633578979238	-0.949093277165926	-0.979700417780726	-0.861680311561489	-1.02096745693735	-0.666335109499373	-0.791810153377751	-0.0508354805871872
ENST00000019317	0.866772650846948	-0.171750910186841	-0.684702295970993	0.110393527981698	0.645965710227885	1.39437571348907	-0.12895622598631	1.79100583868015	-0.688590306402797	-1.14434289472013	-0.35188628002029
ENST00000022615	0.372087822906467	-0.239889302446368	0.430370182430763	-0.545265342713739	0.413524182893496	-0.217941845726343	1.04969245820264	-0.418331524833075	-0.79047228636814	0.233416773508789	-0.0884879361528529
ENST00000025008	1.93416034498262	-0.0800261513759391	-0.689363338234637	-0.0107631788050486	0.623662435284867	1.48370352527043	-0.0733022703283545	1.29057607153979	-0.561548989325593	1.03166617898769	0.857138383123368
ENST00000025301	0.0641490269196757	-0.481867951880842	0.203843528417699	-0.639610452281764	-0.3821939545719	-0.527542529384818	0.477928442986582	-0.592094829131833	-0.849947892473563	0.119476794184753	-0.204878486391712
ENST00000029410	-0.326466152456332	0.361126260047922	0.967725368371218	-0.0959548667419514	1.04112486877937	-0.283791087684731	-0.446687874004358	-0.0569124011317242	1.20834666321371	0.494948907961304	-0.00618533397718025
ENST00000033079	-0.0867665670410985	0.0440206653016613	-0.230187688208155	-0.370052996373121	1.01594853930949	0.86996448065598	0.911244253915402	-0.14830377741481	0.0133522356097342	-0.351100560381688	3.49205985008786
ENST00000037243	-0.650638911526948	0.912348382044865	0.243953686708078	1.84341733207885	-0.125824259204464	-0.203127649845258	-0.345958898536927	0.0716681694293241	1.05374564824012	0.0535406538758763	2.59796880507117
ENST00000037869	0.595965671811285	0.672116870873456	0.628955777685014	-0.0470885685852508	1.21623659084947	0.636054637618151	0.445092939668901	1.0055871540097	-0.118104559947643	1.10354093855617	-0.186999667181906
ENST00000038176	0.726739468714286	-0.0241177269578657	-0.509825029203706	0.108807895888117	0.048781348624474	1.012220315865	-0.339047600650136	1.99225494978435	-0.605259262870934	-1.25499334474841	-0.788632251903048
ENST00000039989	0.363558614791143	-0.740444414814432	0.683124647235463	-0.636511262280676	1.67424904956028	1.11091883642048	1.2136933172758	0.322289141902538	-0.639931140869611	-0.32082524650918	0.890250781764823
