ensembl_transcript_id,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex
ENST00000493536,0.125447625339594,0.178036860845285,2.64328237879097,0.260227640441302,-0.0676833379824099,-0.154722833243776,-0.0105684408165035,-0.0634292487265857,0.277703911737021,-0.373574862195226,0.201803092720844,8.300911367966847,8.252841994156725,8.253566676669243,8.054995861824294
ENST00000359074,-0.252682235411345,-0.312041717107534,-0.5556598253398,-0.0934311075134043,-0.346204145287275,-0.137255324869018,-0.288013007695391,-0.0754638662565647,0.425966378811461,-0.82862524483067,-0.289355097718467,6.56765715278059,6.529520618155891,5.1829677639024325,4.901855321374557
ENST00000321517,-0.122478655380852,-0.46949249427961,2.11096884500555,-0.108936343261172,0.606097708153571,-0.0733472553062814,0.748439302241914,-0.242022972871474,1.84000616079222,1.47711190430766,-0.750169356372558,6.633706545512972,6.604725567445557,2.685127300964317,3.1448815784710007
ENST00000313064,-0.203727320650576,-0.6457122382669,0.286179364414658,-0.356323250697469,-0.345242176356899,-0.163090501926294,-0.259078709636155,-0.16608453625730701,-0.731927167844048,-0.867060949306555,-0.402035068856766,5.895277325161452,6.01391721132555,2.0655610500278208,2.042714544443026
ENST00000415205,-0.221150172396981,-0.678036570004214,0.0719043505222909,-0.074615765257686,-0.356866362495883,-0.144542169680045,0.298592008838638,-0.206520851158036,-0.610202079007828,-1.07557084809372,0.622908759279248,4.395403436467586,4.503965496503564,2.060578272559185,1.614443340010211
ENST00000359941,-0.189519149983714,-0.39702342796531,-0.113016855144268,-0.272873723470718,-0.317923206486843,-0.178570688988954,-0.158061177208747,-0.340827182792602,0.0902080087715527,0.0602827110552929,0.59147025680839,4.355668534291858,4.289332268218232,3.9838617234267404,3.9814640538682466
ENST00000397841,-0.208345425932756,-0.22758136643907,0.472683755140257,-0.0798422492176078,-0.372030404748126,-0.154862294388484,-0.253219401905252,-0.196050733906954,-0.225361011856541,-0.123362983650632,0.455378634893919,6.5544958817328745,6.641464284415053,1.3079057421040559,1.558343739046812
ENST00000577000,-0.252682235411345,-0.410057432698098,-0.631574846613441,1.33479274260122,-0.417285593344663,-0.166821087547251,-0.218230133311825,0.220828417331518,-0.372707268584901,-0.901875899012972,0.462189296937896,4.619480790910051,4.55406969330267,3.2415583743583163,3.146303373245471
ENST00000424751,-0.165118161229756,-0.156676380692704,-0.142993555852321,-0.4612013621599,-0.194682191844943,-0.178187170841005,-0.194147743955751,-0.396547461956405,1.40153406659723,0.648338861550963,-0.38075174996933703,2.478980149557004,2.591800782911465,2.2172518033449466,2.5648882266943462
ENST00000466075,-0.237058645463191,-0.467407053522364,0.247040953446914,-0.10510358835723,-0.364874872310349,-0.120380526359272,-0.145718556049968,-0.0476638997623132,-0.222939598799046,-0.974316314365744,-0.430159454529439,5.478447196231376,5.273421132128651,3.2719393262803824,4.5100102855172794
ENST00000574306,1.8687673755141,-0.450202167275084,0.387892515994622,1.89315544565286,2.20194729848999,1.75805649700764,0.934350694469003,2.42195996356468,0.0304907272860414,-0.551827404692084,0.68721478706055,7.066358795636343,7.108916288969612,3.634304601031054,3.3705862535021502
ENST00000340510,-0.220640381554143,1.77339904013851,-0.556957518011145,-0.110330072317151,-0.383403436437308,-0.170795730171447,-0.216807611850081,-0.0595781711169925,-0.853488647689897,-0.354964689079432,-0.212461507052315,2.749422124057029,2.8840638699213788,0.03801358297326157,0.5330153822510858
ENST00000456953,0.791354416872593,-0.41057879288741,7.00560606278189,1.17033271399568,3.89780848624315,3.67739050106037,9.81249751183533,2.5820203767134,2.09769032062696,1.15954892305829,4.94555082531595,8.626255850743387,8.634028376752033,6.303232603391887,5.947848543905218
ENST00000360656,-0.182511025279524,-0.551346044001517,-0.427188250876717,0.0177187847009319,-0.26825149058434,-0.164241056370141,-0.247558401069574,-0.181849885221579,-1.24484135265796,-1.00885274447451,-0.773733030855068,4.602887193928564,4.67005205936066,1.125097937951111,1.3273179880010897
ENST00000358234,-0.123870084504833,-0.329767963544126,0.357266968950897,6.76423849629995,0.0205287390568086,-0.128713329755613,-0.185144610912554,0.376074983468248,0.0916804896848941,0.403874614703355,1.23465215358647,6.682068014478021,6.7481710935033155,2.0574252664473454,3.17970037130429
ENST00000425932,-0.205901428656797,-0.104540361761553,1.90102812463547,-0.54203764740669,-0.415390088063133,-0.154199853951118,-0.208227533516697,-0.0761859433083635,0.700862204433258,-0.0810533247710507,0.804364255165209,6.817384100968757,6.830884310035795,1.6976702026696904,2.0024599863602166
