V1,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_AB_1_PROseq,K562_AB_2_PROseq,total_RNA_1_RNAseq_ex,total_RNA_2_RNAseq_ex,total_RNA_3_RNAseq_ex,total_RNA_4_RNAseq_ex
ENST00000313064,-0.202398500792255,-0.651418589313429,0.362249977760437,-0.25122971007304,-0.293669008118982,-0.13993008482063,-0.19764663293802,-0.0889845658847808,-0.761854424180601,-0.856455877280451,-0.361009596114065,4.552658979366141,4.961406906167023,0.4342725145985675,1.7201315778643105,0.7862570738077447,2.0038952795227076
ENST00000315707,1.56249269546239,-0.178788853241674,-0.384866218544994,-0.0900737451687624,6.13831818961416,4.07114377713159,-0.174320353598814,2.37679454771327,-0.172100899655202,-0.337749044856922,1.51498575874297,5.67551849499425,5.8112045556737435,3.2671937887449123,3.0600861353702724,3.432458103968799,3.571108013536933
ENST00000328376,-0.132961144200654,-0.220954839499057,0.00801385020182739,-0.251725574580438,-0.262905230372928,-0.0907371634355806,-0.201748786796801,0.201381698533619,2.11337775897886,-0.0656627338025974,0.431603420239782,4.66518303053124,4.653657846273161,0.4127151791275851,0.7145157862623499,1.1245956834231452,0.05272727194312334
ENST00000359941,-0.196286410240902,-0.473487394557004,-0.144090805386604,-0.168420337337611,-0.267805655146635,-0.155509745537705,-0.0947047096907259,-0.367773525869778,-0.036370088491434,0.178645279533184,0.562115545283173,2.6255045005538875,2.8815335338251327,3.0186724514440484,2.7784627030422038,3.2451261285693667,2.495185811976707
ENST00000360656,-0.177950138586843,-0.579597403929976,-0.352794376198315,0.110090227650807,-0.204780747640338,-0.14107145190613,-0.185926193341501,-0.121102249151639,-1.26498243100865,-1.03271411153517,-0.774581737372658,3.848054811900987,4.233719125588828,2.814559306211939,2.7378482900929737,3.4713984469495367,2.804513870084436
ENST00000366221,-0.169834083920292,-0.111137930235325,-0.314939086871087,0.609260498431235,-0.132907850959291,-0.11824411019613,-0.0868884787509139,0.186629971916864,1.94471175098552,1.12891687336471,0.199521189514086,6.456985775918154,6.250734828243072,1.001700533736998,1.1594547712550556,1.6585396744745957,1.8147773355254155
ENST00000380970,-0.0684334996912867,-0.540211592590663,-0.353688181640763,0.205792077578577,0.285980458697249,0.466877726185441,0.288459901598678,0.224536307400424,-0.747364337583953,-0.540713926765917,-0.264739638261482,4.688106857210087,4.817152317786062,2.610833985262938,2.722568058557083,2.1164982157245484,2.289467372105783
ENST00000381051,-0.183974054717127,0.0607695521986169,-0.297536169138708,-0.130899922944513,-0.312045601020386,-0.11653205956788,-0.217310926038846,0.0217467490992134,0.106500765343146,-0.780312320082412,0.00161688176308086,3.9532667930313283,4.177868673986652,0.9853138544976173,1.101247916321048,1.0742640078730006,0.8768647143091199
ENST00000381800,-0.0752830490370326,-0.56940342923039,0.199919136374581,0.908927949068624,-0.258396839581116,-0.133823770913205,-0.144227473799218,0.0482625108660383,0.425772673397786,1.48814525543457,-0.482270554036488,5.0754199052553695,4.46108421894321,0.8218151222147378,0.6076005823458379,1.106685485565378,0.739361190559185
ENST00000383331,-0.1299872614537,-0.193153090318365,0.976189163141051,0.519343734423104,0.322450508846465,0.0109015755281938,0.341951987917191,0.0589061617161018,3.39354540960444,-0.207571763365757,0.31837298933209,5.468550399977604,5.157406245971221,1.2029052895702441,2.3741217868948645,2.1695996928946295,2.2237391663267134
ENST00000395539,-0.0381736415518009,-0.418810621168311,0.30244387830249,-0.325278809844441,-0.297072080878501,-0.158134889834355,-0.167019822001249,0.0096092525158076,0.107585771827436,-0.489190119728577,-0.338524120472821,5.243633616752083,4.5223827265234116,0.4583024129102561,0.2941285555409515,0.267144647092904,0.9957447720852465
ENST00000397841,-0.2124784402917,-0.29184929990982,0.558676867936165,0.017528852936555,-0.324024417133894,-0.125720064606155,-0.191502518047311,-0.143136473718437,-0.174515914087977,-0.0464576365982033,0.523954480909177,6.041438786167289,6.164068694021336,1.305361399423872,0.9530159406914794,1.6041039373560695,1.3287021317909156
ENST00000400282,14.5665565128801,-0.0147585330755949,20.2419025911635,-0.0780077088220832,11.6342752513214,8.20882773548617,26.7375227487324,8.39942035239921,4.54309227960517,6.22562817639165,10.2751985801394,10.46336940068366,10.483939398687646,8.131488065195459,8.393292716666531,8.160689599097653,8.331171739434414
ENST00000409910,-0.252798198289478,1.87298023629336,-0.706373293872771,-0.131726363790176,-0.376023368899348,-0.14951756833883,-0.24309589315118799,-0.189258960735379,-0.422352395225327,-0.862942180301024,-0.294356221891806,0.601695765055746,3.1572850801858987,0.45657585605404544,1.1168304341012865,0.44599033587851394,0.8335535430357897
ENST00000409974,-0.0378530072933692,3.7658159930121,2.78406840086522,0.0082727154651298,-0.12144630190523,-0.0416583787590809,-0.0601398310495246,-0.170959350501937,1.03033128640237,0.970425469122863,0.751539616506624,4.954254215732912,4.726335350759829,2.265334997651056,1.110621469530818,1.9841018875318561,1.0948248893303072
ENST00000411553,1.18285371762287,-0.654198764231498,1.37884851496407,0.287113856791813,2.73895341817365,0.0426886488593686,3.65915414787228,-0.155087239585175,1.77902076077167,0.472587611635094,0.574739533750329,6.883096638693541,6.55341816991497,4.99892666425032,4.972300879567664,4.80128574782803,5.002089514679733
ENST00000412294,-0.138552204082056,-0.599521990842805,0.364011300249968,-0.186271459603931,-0.251786711053026,-0.17394282396853,-0.218287629338556,-0.339203726219607,-1.10247645982934,0.115220516518966,-0.0630770438675837,3.8511188355625614,3.796082438918134,2.028926725611226,2.030218221493534,2.4333787047145385,2.0939604062782298
ENST00000412295,-0.00800997368984456,-0.247366501220713,1.30045651998227,2.76032073152279,0.182946305371835,-0.00952889530225611,1.08189459415104,1.08387106550555,0.780814795224828,1.00119310649437,2.30631389077446,4.711397691836749,3.09706200552459,4.34228889648418,4.50164523859874,4.746740875587493,4.512815705998499
ENST00000412485,-0.13666847781377,-0.692194488111777,0.934154018950608,-0.171230236212865,-0.0206227846444004,-0.17531246447113,0.427818532943423,-0.39709024838662,0.107865773500801,0.535420146982216,0.0436325991041481,2.1039929490603266,2.1085670953926607,1.9268015891583006,1.8500905730393353,2.065079454897252,1.1021454149703942
ENST00000412816,-0.138311728388232,-0.625470290078117,0.716959296435637,-0.113544665185591,0.535673435666905,-0.0349243129546309,2.97353447689724,0.0288425163325891,0.165651118841539,-0.0611223216881959,1.52915160839696,6.324442986674584,6.322495545222966,4.57783345897876,4.463841426780335,4.603589785866949,4.697653306463379
ENST00000412872,10.1910291210492,0.0209203783729591,6.25834273245303,-0.37370824340029,5.30348727008172,14.1301260383516,5.64929260498763,6.88746173954019,-0.2342262709331,1.76880476700304,2.86343973294837,11.270975899192509,11.20033469522977,3.989241084333257,4.108672590392915,4.234669542313748,4.2188770552398145
ENST00000413004,-0.252677960442567,-0.379888172315343,0.481862176676331,0.0852970022809177,-0.303132272848653,-0.15602336072618,-0.182996083442371,-0.138841667235078,-0.955230579848425,-0.026462902504348,-0.609988055678753,9.967648032472537,10.15658031069474,2.9969018287728293,1.335228311932708,1.986316308597298,2.7889170150334173
ENST00000413221,0.00685142418846186,-0.599521990842805,5.90820759457154,0.308931895117315,0.817093940588112,0.375910769471092,1.52040572575734,0.422657597784939,0.212026395992646,0.428621757682597,1.4355156634052,8.882487613234874,8.897884297763891,5.531680722410518,5.709313151861302,5.48955962880188,5.530406707775284
ENST00000414287,-0.0707701218496073,-0.321504499035891,1.27482533450029,1.26512395354936,1.00882578231764,0.824296829009764,3.2402187549343,1.158936813606,0.348072209038951,0.0198436607990518,2.69846058595776,5.174441561309066,5.332560553881738,3.9790620016813945,3.942992970059775,3.7460840601694154,3.870612861492897
ENST00000415469,-0.271735659178097,-0.506849493573834,-0.706373293872771,-0.429575644567107,-0.376023368899348,-0.17154595308898,-0.254230310767882,-0.416883704353404,-0.914980339302181,-1.29780649585427,-0.630835303808992,2.580795820205468,2.339918529420753,0.14535426700808565,0.39057134577648295,0.7197312475537105,1.1072944547109862
ENST00000415611,1.13487881670504,-0.360426947888859,1.03021181561845,0.387113199117031,1.76841884682442,5.22226955121261,1.88565369171686,4.56602546992633,-0.0609752355383988,-0.335436536823501,-0.0685378022376,8.63002300077878,8.594349826832037,3.682012482375215,4.147450883438433,3.7454275436434608,4.08408115031979
ENST00000418395,-0.139173432957767,0.456017753050781,0.422844729079368,-0.127924735900126,-0.0942761689932281,-0.0525013660713308,-0.200680924522452,0.0040073310157742,1.63775991655894,0.169508052669419,0.700626075233236,0.8667199415589882,0.7625789875660128,1.3393355790948331,0.9406964680885056,1.5917844647530957,0.394385171189215
ENST00000418403,1.00174345674776,-0.510556393464593,3.00949139112979,0.00100003602329574,2.29054277171373,0.155227443489668,4.13270418478791,0.333960507367743,1.15948205824206,0.488323946789355,2.20843782751893,5.747709047553326,5.045910519990827,6.416135024977273,6.7570917641818244,6.351911541199669,6.589898392306434
ENST00000418415,-0.180583347434213,-0.229758726739609,0.817091794385228,-0.430236797243637,-0.348798786823194,-0.16081710248528,-0.144938513801407,-0.292521047052662,0.241146570022624,-0.198293529914589,0.205624390045281,6.264540904184879,6.524674335788861,2.118208124994963,1.8894940154309476,2.8300886292905227,2.173257717089345
ENST00000419813,-0.158876408138391,-0.599521990842805,0.586489990233531,-0.236023198512841,-0.300458818888775,-0.16389879361613,-0.155583277497179,-0.342564879119628,0.13590094104649,0.325376734385552,0.596261346149805,4.798372162668123,5.3539614777982765,1.7968425939832755,1.759659942050948,2.1554908834734636,1.958091589909583
ENST00000420255,-0.252798198289478,-0.692194488111777,-0.399929469089787,-0.349245594368667,-0.35152124503081,-0.17531246447113,-0.194195614612378,-0.416883704353404,0.365047310486714,-0.0795095806856483,-0.80188552922274,4.863528217552194,4.8383246737101455,0.9494888862980472,1.7658626662625703,1.3014734455072245,1.9785432698594847
ENST00000420330,-0.22366456798273401,-0.246903138734369,0.58554360800035,-0.0664375369828018,-0.290723308338342,-0.11824411019613,-0.168605988159978,0.165716131650073,3.27629470888277,0.21547620016305,0.0750480207857718,6.846909702174521,6.8918838580436,0.8812689724249804,1.1389769953765745,0.9320839969135927,0.9046097047920243
