ensembl_transcript_id,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex
ENST00000371588,0.21607217399404,-0.572165093287793,0.359612396913488,-0.473645007431717,0.745625083563308,-0.184795326527563,2.03702709756789,-0.0641176630655488,0.188473968970264,0.652898925896826,1.31819374223413,6.685560136027165,6.658264132879565,7.86372646565621,8.007110978465724
ENST00000367772,0.00873443876061972,-0.519984937457557,0.410157038269004,-0.280754774496163,0.590041650197858,-0.277061490452668,0.0103260192751215,-0.308393742565787,0.282824486910328,1.46158895598238,0.21108432784952,5.731774896622263,5.7294759612073545,3.342387462667657,3.7621886550421957
ENST00000496973,-0.0639579178463496,-0.43301801107383,1.79606129052562,-0.343669109392343,0.1033569650096,-0.421223600077963,-0.0101497402219011,-0.498368811139534,1.44052044910475,1.8603130664598,-0.292629538410571,5.811180701016552,5.909809633575449,5.898810644829516,5.502231924514275
ENST00000367429,-0.0397327626633132,-0.587625880200456,-0.795824930973117,-0.596385315763535,-0.70790387904304,-0.312483490599193,0.232705663641549,-0.509119155788276,-1.08145378836334,-0.127013325383358,-0.900513086361757,5.54925598360883,5.547522325893721,5.859317507594919,5.715966540282035
ENST00000002165,-0.181475763802602,-0.445773160276777,-0.1283097942787,-0.193310025713393,0.138977641653016,0.577713010527784,0.383671841965446,0.23877525915447,-0.149787058229705,-0.898188906057777,-0.724198807456997,6.572318512549017,6.581884423412426,6.905484562715378,6.812066150633182
ENST00000341376,4.81704431557992,-0.0967458957234178,0.79969398106136,-0.229929168745532,3.74651879320384,0.674283721886936,1.09469870302434,0.628847983598956,1.14178501006075,0.819584580500713,0.906435786708278,6.3989561157845305,6.351201946850827,4.988754371678169,4.7990040793090625
ENST00000337248,0.37281781272472,-0.239758174665547,-0.270912937087969,0.213559536988271,0.594026399179401,-0.339477428246346,-0.473313721230352,-0.157261160131653,-0.449154247466608,0.188853328381326,-0.271760339216571,4.953378183328214,4.967697015589694,2.764348789961326,2.4256309631821464
ENST00000374399,0.923837902238744,0.636868443282424,0.13129483314982,0.592280890949569,1.74024556182604,-0.132939610242645,-0.00240840736125555,0.613781807156924,3.15574969023583,0.403011358033023,0.180325500466044,5.896996629723667,5.892888577837143,3.979589544669055,3.868815114131331
ENST00000374807,-0.0768863335325133,-0.293870928859866,0.295599584661801,-0.413819033996078,0.573748868147158,0.234133689401837,0.591524052425095,-0.0679626768450258,0.337292340498435,0.317116420858786,0.0532029053757119,6.181269790562761,6.210977989055677,7.381116397427919,7.554460421294698
ENST00000450338,-0.508429214378507,0.311418878770876,-0.918893159239291,-0.0934235921895841,-0.661653658387445,-0.398152030419778,-0.576665728544052,-0.429315502446888,-1.00550642821654,-0.578407973347858,-0.590392298339093,2.818049135257151,2.86516894052802,1.0490391889862454,0.8825369326699202
