ensembl_transcript_id,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex
ENST00000493536,-0.151646750470486,-0.230446462866825,0.428643686209071,0.0829766120100076,0.391028415708735,-0.159485898753971,0.412694651031433,-0.053885945040214,-1.10029683823045,-0.30949737401183,0.117174974129404,8.300911367966847,8.252841994156725,8.253566676669243,8.054995861824294
ENST00000359074,-0.263792927976694,-0.329169175384745,0.191539439693085,-0.46573140375497,-0.376070556760622,-0.227939569850894,-0.259306739935527,-0.0164130774274022,1.36671424700417,1.02812134352482,-0.419092523489106,6.56765715278059,6.529520618155891,5.1829677639024325,4.901855321374557
ENST00000321517,1.13481066973992,-0.150575323593533,2.43176241492822,0.0989870725266627,4.46807115889286,1.88065606710172,1.79036937664964,2.09229783164325,1.3489051831668,0.42788239774194903,0.741377419248973,6.633706545512972,6.604725567445557,2.685127300964317,3.1448815784710007
ENST00000313064,-0.299299279582899,-0.453192683573087,1.4585675366276,-0.00888923425546034,-0.306736650431935,-0.203343044429657,-0.24001204344316,0.0327844297452465,0.838717572881043,-0.562771295614216,-0.579811246419955,5.895277325161452,6.01391721132555,2.0655610500278208,2.042714544443026
ENST00000415205,-0.182177250784052,-0.651630296674434,1.07568952763973,-0.220444930985243,-0.0534092324791002,-0.213330032709742,1.30882234589205,-0.177339502758496,-0.204760350581867,-0.159321631023074,1.36496606422067,4.395403436467586,4.503965496503564,2.060578272559185,1.614443340010211
ENST00000359941,-0.35113221250803,-0.59507557694055,-0.390582974581626,-0.0920503641235235,-0.214182561234674,-0.226056309203793,-0.10420622659145,-0.421832721815094,-0.772161331305777,-0.22755457042878,-0.596803818934855,4.355668534291858,4.289332268218232,3.9838617234267404,3.9814640538682466
ENST00000397841,-0.223855174180505,0.120788112322559,3.6904744773731,0.13675932403683,-0.00163643156939184,-0.188790575792962,0.113640165424909,0.0639351877914797,0.113033278720713,1.2988173386818,0.633025540513281,6.5544958817328745,6.641464284415053,1.3079057421040559,1.558343739046812
ENST00000577000,-0.233503639290887,0.392647642271404,-0.487068427373691,0.967127091803546,-0.456404141768391,-0.194468891986496,-0.247828658226848,0.188078430189752,0.827709608225664,-0.983706310056154,0.118111826986689,4.619480790910051,4.55406969330267,3.2415583743583163,3.146303373245471
ENST00000424751,-0.190343987323911,-0.148094853429766,-0.608185877060506,-0.500705710708828,-0.287468839115459,-0.216754142977199,-0.205471318115735,-0.413326610761879,0.304095085637321,-0.491205804608478,-0.431207000091934,2.478980149557004,2.591800782911465,2.2172518033449466,2.5648882266943462
ENST00000466075,-0.30018142496442,-0.462122376162648,0.365981636852933,0.225205460289031,-0.0802918918789046,-0.1763496418212,-0.0401462854338606,-0.0745764854399261,-1.0939164255958,-0.0991880575313688,0.0840620714150079,5.478447196231376,5.273421132128651,3.2719393262803824,4.5100102855172794
ENST00000574306,1.52249978139665,-0.466587222457428,-0.274571861862133,1.81708047146442,2.54188614940086,0.980885491570552,0.29265032398968,1.04156322167788,-0.241219851351274,-0.597720903217076,2.05678344141948,7.066358795636343,7.108916288969612,3.634304601031054,3.3705862535021502
ENST00000340510,-0.184330926031905,1.27519892653964,-0.526484485583353,-0.100133315063971,-0.326380100366998,-0.227939569850894,-0.25937692006826,-0.172051920211903,0.728462640265862,-0.136542164389948,0.929491011937683,2.749422124057029,2.8840638699213788,0.03801358297326157,0.5330153822510858
ENST00000456953,1.74892858225493,0.0106552370513114,5.0414896594749,0.0574842282747508,6.50305662783604,10.8957106477685,11.388044608886,5.38749628519073,1.30673135679604,1.82512847840068,6.5368784154999,8.626255850743387,8.634028376752033,6.303232603391887,5.947848543905218
ENST00000360656,-0.0077123263059662,0.0166083654443518,0.176609483036248,0.428989088806846,-0.19498824443053,-0.227939569850894,-0.0886455971613833,0.174974421269935,0.454841098433911,-0.308231848087768,-0.256758537011214,4.602887193928564,4.67005205936066,1.125097937951111,1.3273179880010897
ENST00000358234,-0.136708858951377,-0.396637963839203,-0.375361227240942,3.33916231009634,0.456561022538453,-0.154749212883988,-0.149762812753349,0.0909478377577705,1.11128739834464,-0.0843392200223682,0.851312256260768,6.682068014478021,6.7481710935033155,2.0574252664473454,3.17970037130429
ENST00000425932,-0.171908527202288,0.158491258811815,1.69742252724667,-0.344331698284022,-0.443746753533368,-0.204284674753208,-0.283131684996026,-0.0356093010204684,1.20990333648344,0.0594456170498718,1.23354822203319,6.817384100968757,6.830884310035795,1.6976702026696904,2.0024599863602166
ENST00000650421,0.584458773963331,-0.471548162784961,1.1218410874682,0.723084149947735,0.032313950099711,-0.199947468414428,-0.121768199806691,-0.12365904516591,-0.0631292129776283,0.796002796953011,0.596617500162916,2.124937716811596,2.2698225847947042,0.7294909686211688,0.06921454242108209
ENST00000444184,0.393780982219407,-0.191255034279309,-0.397853425787479,0.868577266875785,-0.173303280264011,-0.163024146030344,-0.121105118552594,1.03409163764465,0.305918060675792,0.120528334984625,-0.152574038226895,8.359571614811122,8.369864001264192,4.8136713185702025,4.837762070338472
ENST00000379526,-0.0272435763936966,-0.514708343634504,-0.265939720798327,-0.290082662164481,-0.034067926650292,-0.220035581983513,-0.242197307576185,-0.291367369850243,0.515805590585835,0.115192034004827,-0.713070489051061,5.741179179780166,5.6749171856332925,2.539218815432584,2.496625961674911
ENST00000651858,-0.23839678945401,-0.433845016295706,-0.292322461796158,-0.411171484906951,0.415444925916941,0.0620825698027641,0.827386635345004,-0.114348301986039,-0.61808488334275,-0.577472488432076,0.0549873275682212,5.134269526606865,5.081070180649438,3.1487823432784694,3.1651146815613602
ENST00000414008,0.905590705760412,0.160475634942828,1.96796112295346,0.621270056370947,2.21492131311943,0.162123658116984,0.409931005804506,0.440273128172909,0.995037682429879,2.07519640099544,0.392835851067883,6.638147392683239,6.689893321905215,2.890910517954315,3.8379440239931846
ENST00000438217,-0.274550966574769,-0.651630296674434,1.89591313993357,-0.562882256404576,-0.401283257519096,-0.23935327074242,-0.280128459315978,-0.463443697507848,0.513001013603573,1.18536293958959,-0.325762595740921,3.1776439749989205,3.2667756634978713,2.096706052881886,1.8649713903103908
ENST00000645156,3.80860021288976,-0.416977819182091,-0.381659042833972,-0.17940841082605,2.68552709072606,3.09005181356774,1.72482597268635,2.24172951230784,-0.170579568610547,-0.389478612412584,-0.796418088078516,8.469530997791306,8.46399332114279,6.606128662695541,6.287384853758732
ENST00000398043,-0.10486547820672,-0.400110622068477,-0.0947315370511159,-0.0869207991036243,0.772256700262249,0.974465284819069,1.27395007993758,0.537173825711561,0.85179391306084,-0.793877421446772,0.161594721673106,6.263373368805088,6.3128598248413965,6.405442911551431,6.32557162566328
ENST00000304751,-0.339240479259484,-0.59061073064577,-0.223994809995325,0.0194010940361051,-0.418676958771096,-0.213700977988716,-0.214957736057548,-0.026413505287263,0.453614096004172,-0.680507390749502,0.540858602518968,4.44635666016035,4.708067803547591,3.729663787864414,3.17954301786127
ENST00000400282,0.396093167965502,0.351471837552875,1.11094756860458,0.558005421125523,1.18567966424581,-0.193213384888428,0.28943897791601,0.0171515769987974,2.7853744562692,4.63120020192331,0.64740138608197,10.44278124971681,10.440803732862085,7.420237201268945,6.92555755000734
ENST00000614528,-0.336535463148181,2.17709787808527,0.0532063396592993,-0.329409327317042,-0.419146507044331,-0.216297594941538,-0.306930010006179,-0.360450785295948,1.01575649488634,0.11255552166303,0.903000689766166,5.945456374057775,5.913826955085696,1.1011511001532666,0.8512620643201398
ENST00000409910,-0.336966198197751,2.50055118744046,-0.729765328663411,-0.504125420722094,-0.46814284859926,-0.21963610245231,-0.289626977280676,-0.323322760023131,-1.32343599438168,-0.876663908979197,0.489493221722978,4.182947975099818,4.204846169372693,0.8407715295185265,0.5828661907611228
ENST00000331944,-0.00280883850165423,-0.651630296674434,-0.294073205899239,-0.469617437860954,-0.0787525901483872,-0.233646420296657,0.10717633319976,-0.323667602363126,1.94933005785685,0.34170008231329,-0.772835240291677,5.966868219099589,5.950604331769023,8.635194955687489,7.976358553635537
ENST00000452622,-0.214513392425418,0.256221783264228,-0.729765328663411,2.05490575875066,0.422292164649243,0.425666011702303,-0.224657114402137,0.83638202938073,-0.594701722753139,-0.819293400421695,0.241841014690237,6.003142141591754,6.051258168590013,0.510295504902484,0.30177819310724413
ENST00000442383,0.570141140915603,-0.417970007247598,0.332595919442776,-0.0744854899644747,2.55005220632668,1.33545210976579,1.55895401897008,0.882361008046757,-0.0456006068384899,-0.167674102121887,3.52434728972151,4.879471390829004,4.84724646115722,1.569129912260257,1.3166482454578758
ENST00000413221,-0.307269600940154,0.792499432670618,-0.362400857700072,-0.336870512800532,-0.455383384652664,-0.211732114584928,-0.287206972703683,-0.203547520598131,0.717209275124535,-0.228862280550311,-0.188109836261856,8.51070390681188,8.541492510998815,5.3386912457455615,5.330254809868825
ENST00000449457,-0.366945357647867,-0.579200567892442,-0.309854218717297,-0.471016410139108,-0.433947485222382,-0.23789802387875,-0.304026004513787,-0.353324043602714,0.0893696604328759,1.39177021780419,-0.184427035374597,2.9564924949444547,2.9561184364540383,1.6678314169293664,0.5602980860380846
ENST00000437492,-0.318220608840438,-0.651630296674434,-0.462776852943431,-0.531793983556702,-0.286917630272966,-0.182256232032564,0.00515378024287684,-0.426315672235031,-0.752529292429942,-0.636741285875672,-0.491779383106073,4.569040157869855,4.584877807883867,4.254904133386558,4.128163582668466
ENST00000412606,-0.299988455662212,-0.459145811966127,0.155065604212213,-0.249201583369527,-0.456608293191537,-0.222774870197479,-0.175746401896526,-0.259067137337359,1.27027185602663,-0.222387006238858,0.835967252563852,5.579090884565572,5.58653605311997,3.9090770573578513,4.224390886253466
