ensembl_transcript_id,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex
ENST00000493536,0.54374874087849,-0.62263885318311,1.82004328153565,0.107190116829795,2.31447114380337,3.3819296681363,4.78171132749214,2.65456806805811,0.311923710150052,0.0971509742372039,2.31451723480802,8.300911367966847,8.252841994156725,8.253566676669243,8.054995861824294
ENST00000359074,0.791419111504723,-0.143638974283394,2.4427291210816,1.45924252408665,2.20798375197633,0.14184074712482,0.35337913717747,1.81852301891289,2.4674888782262,2.05000354971643,1.19274959655659,6.56765715278059,6.529520618155891,5.1829677639024325,4.901855321374557
ENST00000321517,-0.136192501186957,-0.47132080865052,1.65410490581467,-0.102519470243779,0.58958362843117,-0.0426749197932544,0.565560079424311,-0.268829843593759,1.79989623474979,1.64359419487742,-0.705021414403689,6.633706545512972,6.604725567445557,2.685127300964317,3.1448815784710007
ENST00000313064,-0.209737371112508,-0.647684598485055,0.188406255240992,-0.346008933567145,-0.331211018638729,-0.175451919135475,-0.214466038398456,-0.166394032717908,-0.749801616428312,-0.89957517921556,-0.371491436268689,5.895277325161452,6.01391721132555,2.0655610500278208,2.042714544443026
ENST00000415205,-0.185239605884853,0.0619448517367452,-0.186539426381819,1.21472423204502,-0.122235761438239,-0.148060859830611,-0.0559879532287642,-0.0795427509135013,0.207146050362453,-0.383288337431222,-0.377899872529799,4.395403436467586,4.503965496503564,2.060578272559185,1.614443340010211
ENST00000359941,-0.196876383672217,-0.398792504546968,-0.132234216739463,-0.26387410755877,-0.304769195238509,-0.19835517776327,-0.136257695994228,-0.402110034923511,0.0652258455417884,0.106490560627556,0.580336124040414,4.355668534291858,4.289332268218232,3.9838617234267404,3.9814640538682466
ENST00000397841,-0.213917599195676,-0.229211937398376,0.338209417041365,-0.0738837375853275,-0.357139141393532,-0.16327811499998,-0.209929729361215,-0.206816404996968,-0.247614944238894,-0.0927447925760512,0.449953575382575,6.5544958817328745,6.641464284415053,1.3079057421040559,1.558343739046812
ENST00000577000,-0.254050503227907,-0.411837163558398,-0.548747878410972,1.31846446113701,-0.40094129464107803,-0.18097139812911,-0.18284084060228,0.355525352331001,-0.393687328766312,-0.937345565353015,0.456478528666614,4.619480790910051,4.55406969330267,3.2415583743583163,3.146303373245471
ENST00000424751,-0.213469717615337,1.74314050512986,-0.456501984872612,0.51460628926382,0.0498080886471474,-0.0224024408727056,0.0304803201164671,-0.0865233212267527,-0.700332287890824,1.30621537121181,0.339262403599781,2.478980149557004,2.591800782911465,2.2172518033449466,2.5648882266943462
ENST00000466075,-0.239908303024463,-0.469233663208691,0.156969688584303,-0.0987470982767978,-0.350213355906224,-0.112261622245723,-0.126701969195565,-0.00665260973559769,-0.245214465345927,-1.01593543789066,-0.39843599782108,5.478447196231376,5.273421132128651,3.2719393262803824,4.5100102855172794
ENST00000574306,1.66624855856186,-0.452014713313603,0.270103804795078,1.86803046814503,2.13419432355261,2.66692501083928,0.709493726096893,3.32470281813024,0.00602484581659703,-0.557581501098241,0.672064150341472,7.066358795636343,7.108916288969612,3.634304601031054,3.3705862535021502
ENST00000340510,-0.226200412232257,0.138647446723955,-0.415434321534631,-0.0207275871414942,-0.265750879251402,-0.167095324771279,-0.199149854185174,-0.391395671186893,0.0107284868906534,-0.574337817857403,-0.342070887979052,2.749422124057029,2.8840638699213788,0.03801358297326157,0.5330153822510858
ENST00000456953,0.690993203457346,-0.412358949918855,5.58555192556592,1.15659540946289,3.77560548404467,5.50661957719097,7.58300498223997,3.54061348130755,2.0553526034269902,1.29907333456036,4.75176206193076,8.626255850743387,8.634028376752033,6.303232603391887,5.947848543905218
ENST00000360656,-0.190532751834319,-0.553241267242301,-0.384581457707111,0.0221402761196616,-0.256692318763035,-0.177154188357811,-0.205546950638864,-0.18766042134665,-1.25828143598578,-1.05340366093901,-0.727596587596232,4.602887193928564,4.67005205936066,1.125097937951111,1.3273179880010897
ENST00000358234,-0.137451998479548,-0.331482064047988,0.245504899851515,6.6623722952727,0.0228158716982671,-0.124590178128704,-0.157225842866274,0.564942461728542,0.0666855962199438,0.479249935089566,1.19653639980179,6.682068014478021,6.7481710935033155,2.0574252664473454,3.17970037130429
ENST00000425932,-0.221816601612571,-0.0199756068550362,1.08572427591108,-0.203173213180973,-0.36597295784953,-0.196601324625106,-0.228863087793271,-0.0527568415719554,2.57703505689577,-0.00610639411966377,0.686424873417503,6.817384100968757,6.830884310035795,1.6976702026696904,2.0024599863602166
ENST00000650421,-0.118106228642706,-0.454623645115889,-0.012470904111694,-0.309142571162551,-0.285537527325738,-0.200831205723032,-0.203649315946841,-0.294479381023845,-0.637530569826182,0.405686957579672,-0.469453123296463,2.124937716811596,2.2698225847947042,0.7294909686211688,0.06921454242108209
ENST00000444184,4.62890377949244,0.47937394010251,2.89674568952723,3.91094135971867,9.88403820514083,4.35377064234276,3.84870350977269,7.84096947195937,2.06991767130458,0.507543387977986,2.53278274801025,8.359571614811122,8.369864001264192,4.8136713185702025,4.837762070338472
ENST00000379526,0.368694903811288,-0.00223487059949117,-0.110449593293681,0.497630615412402,0.375076916066645,-0.153064499665963,-0.133291490310582,0.398382807277475,0.0490063935622841,-0.286321455201975,-0.327797552670218,5.741179179780166,5.6749171856332925,2.539218815432584,2.496625961674911
ENST00000651858,-0.114990058617072,-0.491670476708351,-0.409076130002608,0.126909333929926,0.188025668554455,0.41435857444609,0.176078235402442,0.139777027998186,-0.775590545075724,-0.559229663402421,-0.242594479653198,5.134269526606865,5.081070180649438,3.1487823432784694,3.1651146815613602
ENST00000414008,-0.0111086763165311,-0.307479891466957,1.70561668048886,0.0410021359545701,0.575842136166286,-0.102048006911706,0.359743480497316,0.648546966643064,4.70418374510383,0.768584827588338,1.14940526402691,6.638147392683239,6.689893321905215,2.890910517954315,3.8379440239931846
ENST00000438217,-0.151816782256252,-0.640379589438654,-0.151621489279728,-0.534284589010141,-0.352745166230061,-0.198613097342412,-0.236867134876128,-0.477272919924334,0.678321130367058,0.458373212569954,0.0428722265234824,3.1776439749989205,3.2667756634978713,2.096706052881886,1.8649713903103908
ENST00000645156,0.3624734214953,0.0280287383070268,2.59691005410074,0.128966991366462,2.25755127764609,0.352096788041249,1.81239409613028,0.677443280963035,1.0173076767387,0.441589426439056,2.79657728792209,8.469530997791306,8.46399332114279,6.606128662695541,6.287384853758732
ENST00000398043,0.0267549610419804,-0.422794677128,0.246734845098694,0.914649189216926,1.42365001207093,2.72774244760093,1.07874436875818,2.00797245043764,-0.20881801510392,0.135333400950704,0.0420857366187097,6.263373368805088,6.3128598248413965,6.405442911551431,6.32557162566328
ENST00000304751,-0.220255802165934,-0.342961363978047,-0.0661507178656548,-0.346008933567145,-0.371586972045864,-0.187470971523485,-0.214042294729363,-0.161361528538587,-0.207098753194092,-0.672952862390831,0.551469031609691,4.44635666016035,4.708067803547591,3.729663787864414,3.17954301786127
ENST00000400282,9.81831764051775,0.0833380925154908,15.9237211982792,-0.172136880179897,9.74700397136315,7.41945434393852,20.9343041314363,7.25184180528985,4.12537638176323,6.0158940941492,9.32013236768535,10.44278124971681,10.440803732862085,7.420237201268945,6.92555755000734
ENST00000614528,-0.060579232690384,1.71444225530472,2.38957047056797,-0.281535667222366,-0.181013205822249,-0.163742370242435,-0.167573786089762,-0.00308115515672494,0.541266761140245,1.40304490658237,0.865773700961363,5.945456374057775,5.913826955085696,1.1011511001532666,0.8512620643201398
ENST00000409910,-0.241224803427279,2.20857393865769,-0.664967281004499,-0.228722459684622,-0.40094129464107803,-0.184788607900409,-0.250480156129579,-0.246914099587039,-0.477314823172637,-0.888038043086301,-0.292114214398133,4.182947975099818,4.204846169372693,0.8407715295185265,0.5828661907611228
ENST00000331944,1.8105940058207,-0.677948207391573,0.812238653915662,-0.504448556180376,3.29073628735241,0.168303295944773,2.49574319820316,-0.057627006906782,0.575651999336795,0.0153471852064106,3.5632592987966,5.966868219099589,5.950604331769023,8.635194955687489,7.976358553635537
ENST00000452622,-0.137563290266178,-0.197904755770943,-0.664967281004499,7.15638155149426,0.437133788678089,0.29452913797679,-0.201094571507096,1.18507684769645,-0.0172014094180534,-1.31161575526052,0.599241011010686,6.003142141591754,6.051258168590013,0.510295504902484,0.30177819310724413
ENST00000442383,-0.231995728438467,-0.575678080741961,0.0371646828973081,-0.280506838504098,-0.198391882121197,-0.16580572687557,-0.13854222707977,-0.271914281639149,1.07073455155919,-0.44289687409906,0.103344561423767,4.879471390829004,4.84724646115722,1.569129912260257,1.3166482454578758
ENST00000413221,-0.00712117303460027,-0.297044164257813,6.33515143739696,0.126909333929926,0.360629085414313,0.0213407197497509,0.68197495245627,0.162342127382883,0.985063406203447,0.669090763159348,1.23682216047958,8.51070390681188,8.541492510998815,5.3386912457455615,5.330254809868825
ENST00000449457,-0.248689496432936,-0.57776522618379,0.0586783014581188,-0.497932640964681,-0.34601660509769,-0.187470971523485,-0.207133430559379,-0.428408927731575,-0.943624067583391,0.279575071938177,-0.796050338567171,2.9564924949444547,2.9561184364540383,1.6678314169293664,0.5602980860380846
ENST00000437492,-0.154837947098178,-0.575678080741961,-0.387812669797156,-0.331605331511396,-0.168629350977393,-0.105968384514662,-0.0702560371590734,-0.314934075430117,0.134969489053658,-0.156528673747811,-0.455966277892401,4.569040157869855,4.584877807883867,4.254904133386558,4.128163582668466
ENST00000412606,-0.170440512696911,-0.286608437048669,1.10594540963588,-0.0191843440640926,-0.342594991870185,-0.195672814140195,-0.0790604889502154,-0.13993280106535,1.64474095711385,-0.598785558702738,0.463964747389819,5.579090884565572,5.58653605311997,3.9090770573578513,4.224390886253466
ENST00000446986,-0.220120080474922,-0.622117066822652,-0.267840891873255,-0.48901612540636,-0.40094129464107803,-0.198252009931614,-0.221514103387273,-0.388473571985997,-0.392162700280238,-1.12070362169302,-0.73196597595608,5.432246757981552,5.235319192839594,1.7054633621631463,1.2154673247802172
ENST00000440955,-0.219373611174356,-0.387834990977367,-0.664967281004499,-0.500333241307305,-0.377347757855175,-0.206144349053354,-0.233182407318802,-0.473052109967484,-0.74006994524061,-0.623810156354535,-0.511311863783798,1.9364207837940284,1.9224910561343913,0.24803019736890006,0.3405188067620752
ENST00000412413,-0.162432932927206,0.0243762337838264,0.161076454918101,-0.450263577018276,-0.212564515999199,-0.187470971523485,-0.052473132553249,-0.322726339965839,0.027045255582035,-0.768408929174581,0.166205495294101,3.1502684059719637,3.0937248624298532,2.2624362291420383,1.345221048203397
ENST00000431979,-0.20953378857599,-0.585592021590648,0.167851577042388,-0.459180092576596,-0.358859121233096,-0.208104537854832,-0.228519179887921,-0.418343919372933,-0.785257338455509,-0.0649183190071482,-0.313961156197369,4.666240176566432,4.508323198208635,1.221456953585505,1.7239338734254759
