V1,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_AB_1_PROseq,K562_AB_2_PROseq,total_RNA_1_RNAseq_ex,total_RNA_2_RNAseq_ex,total_RNA_3_RNAseq_ex,total_RNA_4_RNAseq_ex
ENST00000380970,-0.0937162669283212,-0.649857049666379,-0.463380299312016,-0.367604197594377,0.0269606223724076,-0.0908088811322822,0.502155888069928,-0.26532908438375,-1.18146654710016,-0.308987858718745,-0.154528330962644,4.80530952864034,4.937581125730714,2.610833985262938,2.722568058557083,2.1164982157245484,2.289467372105783
ENST00000414287,0.127405960542937,-0.526010355445747,-0.279059105198962,0.340169311693004,1.20508416119813,3.27788696349261,1.46664034872484,1.72902745515817,-0.646361573623042,0.0397772757173381,0.0738268844106834,4.139553249047252,4.26604844310539,3.9790620016813945,3.942992970059775,3.7460840601694154,3.870612861492897
ENST00000423222,-0.390883260280352,-0.251594858707917,-0.176274096149323,-0.407319505416814,-0.471832337324646,-0.295931587242335,-0.330282637118899,-0.306665360486228,-0.338825241686887,-0.382420199979399,-0.00421856894475758,4.167622158451203,4.169045953335378,3.713823917823003,3.756165573347801,3.7263220107605126,3.6496748766572424
ENST00000427015,-0.380120996196792,-0.518302054975584,-0.465356934101432,-0.411057416741278,-0.556288824034911,-0.308198912040337,-0.308442169691693,-0.462903814030648,0.363951875648193,-0.556020207306298,-0.64737091604052,7.670207126395019,7.393376977095465,2.6787016301222195,3.2800625191158916,3.3234679385592423,3.0556793171039636
ENST00000431071,0.466480460625917,-0.153956386085843,1.18463895636368,-0.219863252494912,1.89977631763733,0.677865880688661,4.73700486144979,0.102737987118766,0.843155565157535,1.59853394806788,1.41193063505145,9.83522922833404,9.779641578641007,4.7551310038794,5.0514633983746515,4.7910880696408995,5.486773572160507
ENST00000431985,0.00720914011836532,-0.0259985982811238,-0.381903413292283,0.256720441374331,1.1281229960852,0.272648442199806,0.361234834357677,0.744479714196302,1.53914716078581,0.931279766787458,0.0101186698938716,6.046859422080413,6.131702552494025,2.1805799852824714,1.3383342228005293,1.8374191260200694,1.9295264496511737
ENST00000434418,-0.0769271349579675,-0.649857049666379,-0.473263473259096,-0.394330263564299,-0.0440839903139951,-0.0548216247039865,1.52072464585348,-0.198177432784324,-0.337493503781813,-0.121353088753978,-0.777764634591037,3.5098411701602066,3.4548631387913065,1.8218151222147378,2.3300666068169287,2.981154603481519,2.3687178106387945
ENST00000435996,-0.357900401198397,-0.439163503481902,0.230655707947775,-0.419748060570659,-0.55483267771232,-0.29888784957506,-0.317321997472609,-0.469555628575874,-0.381155482241044,0.562014128973575,-0.824707529498161,0.4527920977278583,0.4519530242053794,4.433428751025892,4.88027969096394,4.865786726699089,4.617761360065241
ENST00000444130,-0.392208999875919,-0.649857049666379,-0.204441141898503,-0.440960707336996,-0.570160533739592,-0.3010759492544,-0.333697049816413,-0.453717974896764,-0.56078155919932,-0.805772272236838,-0.83236754621638,7.801492759509533,7.541732257317591,3.645658167060911,3.864403034468117,3.220035147606536,3.2636439535464503
ENST00000446720,-0.359763718562118,-0.302983528509009,0.787493494474193,-0.4088146699466,-0.538048675362458,-0.294232318342422,-0.305498710469698,-0.411985757452309,0.199609076552916,-0.392914199831113,0.734814062884338,8.031881476914103,7.909393710927669,3.8568620693139386,3.458222958307611,3.8748457013351785,4.397338488578562
ENST00000467721,-0.334491138226594,-0.364649932270319,-0.0166608369039705,-0.329757845434172,-0.424086065799696,-0.309013630006049,-0.264761234837281,-0.352752932692438,-0.689674763583326,-0.951379727392048,-0.102208971491033,4.367826270816416,4.2969695464364195,4.66346322182622,4.643708090519331,4.76013866831083,4.821272388345802
ENST00000470465,-0.392328937545308,-0.649857049666379,0.0465914763573456,-0.467499877740695,-0.539504821685049,-0.308198912040337,-0.293489396843956,-0.478979032514944,-0.828080381575007,0.233031082277522,-0.966056517241904,0.6494094476478341,0.6422783038393458,2.0873883673150653,2.217128228663526,1.7686805517772017,2.348888836876873
ENST00000499346,0.139215537489554,-0.440705163575935,0.284281809784635,-0.335084369071534,0.47392090412764,0.434730762064115,0.3770824188089,0.148350429714602,-0.743102820013104,-0.582909478319982,-0.763716452987057,5.262089906737893,5.313749781010972,3.824426335671276,3.27682458553995,3.304475933668748,3.541479464250642
ENST00000503650,0.136232087963504,-0.254164292197972,-0.350850480750555,0.025624073739304,2.21553628294153,3.74546524284266,0.848462107223506,2.60564158629691,-0.31352222149047,0.975513643913023,2.76896763456178,4.271895831884805,4.132623089631577,1.8087589693892916,1.4425413360753416,0.5086668320187755,1.896230039176051
ENST00000504827,-0.347459398729272,-0.444302370462011,-0.641277430359467,-0.437222796012531,-0.405386081446425,-0.244557800090169,0.10043963775413,-0.46979319338106,-0.364191677974022,-0.365486117089101,0.203613582768435,7.562621338360444,7.390278335062038,1.5847759249138884,1.6779899102372358,2.6185845240968106,2.546716112616789
ENST00000505196,-0.402448678399999,-0.595898946375232,-0.285483168264564,-0.486189434363018,-0.570160533739592,-0.312854443272976,-0.312327535864727,-0.483017634203117,-1.1949424663777,0.140996907538889,-0.960998015635533,6.349014009992063,6.280937122694482,4.00356555905384,3.8419656453483615,3.9722214787115115,4.251260229090618
ENST00000511243,0.307560906941492,-0.28705304087067,-0.142967799947661,-0.278922251421453,0.717394700407229,-0.10763862653827,0.915589460856644,-0.086284409541412,0.00932909635404303,0.852484965944876,-0.577274536637948,7.9222849849457395,7.7893941171568475,2.9168282370749585,2.5991091214521984,2.3757280002006476,1.9152943008029728
